"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svr_wstg","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","svr_wasting_percent","wasting_percent","stunting_percent","svrly_stunted_percent","underweight_percent","svrly_underweight_percent","low_birth_weight_percent"
"Jan","Maharashtra","Aurangabad","Aurangabad",12850,8065,921,2575,2107,8263,159,1.62,6.16,36.73,14.16,16.41,3.33,22.36
"Jan","Maharashtra","Aurangabad","Gangapur",7926,4502,213,1353,1256,5238,48,0.72,5.32,42.17,15.28,21.12,4.08,15.24
"Jan","Maharashtra","Aurangabad","Kannad",4553,2890,299,962,810,2919,56,1.39,5.88,34.67,13.46,16.16,3.51,18.24
"Jan","Maharashtra","Aurangabad","Khuldabad",1467,764,65,245,222,880,19,1.01,4.83,34.76,11.90,15.36,3.09,20.21
"Jan","Maharashtra","Aurangabad","Paithan",5378,2799,312,916,730,3025,60,1.31,5.17,34.41,11.78,14.98,2.91,21.28
"Jan","Maharashtra","Aurangabad","Phulambri",2492,1243,57,292,296,1321,16,0.51,3.14,33.53,11.16,13.69,2.51,15.84
"Jan","Maharashtra","Aurangabad","Sillod",4543,3038,146,641,604,2282,72,0.66,3.54,34.07,13.65,11.82,2.47,20.57
"Jan","Maharashtra","Aurangabad","Soegaon",2402,1406,96,320,409,1520,28,1.22,5.28,48.30,17.83,23.68,5.02,28.00
"Jan","Maharashtra","Aurangabad","Vaijapur",3955,2248,190,683,474,2237,45,1.10,5.06,35.91,13.01,14.65,2.56,19.74
"Jan","Maharashtra","Beed","Ambejogai",3779,2626,354,761,699,2677,57,2.22,7.00,40.16,16.46,18.39,3.81,19.59
"Jan","Maharashtra","Beed","Ashti",2818,1572,276,710,327,1696,20,1.92,6.85,30.45,10.90,13.27,2.14,11.49
"Jan","Maharashtra","Beed","Bid",5442,3998,717,1345,873,3594,134,2.67,7.67,34.88,14.77,14.62,2.86,29.98
"Jan","Maharashtra","Beed","Dharur",782,528,81,187,73,385,20,1.32,4.37,21.29,8.58,7.07,1.13,23.81
"Jan","Maharashtra","Beed","Georai",3016,2273,192,610,407,1626,57,0.99,4.14,27.30,11.73,9.99,2.00,20.65
"Jan","Maharashtra","Beed","Kaij",2076,1557,167,352,277,1258,47,1.64,5.10,35.68,15.29,13.24,2.39,24.35
"Jan","Maharashtra","Beed","Manjlegaon",2947,1651,45,366,285,1517,31,0.39,3.54,39.58,14.21,14.55,2.30,16.15
"Jan","Maharashtra","Beed","Parli",1844,1689,367,519,343,1194,38,3.80,9.17,36.40,17.40,14.33,3.20,21.23
"Jan","Maharashtra","Beed","Patoda",1195,652,16,167,91,494,5,0.24,2.70,27.25,9.62,8.11,1.26,4.59
"Jan","Maharashtra","Beed","Shirur (Kasar)",1234,556,107,305,119,676,11,1.58,6.10,26.49,8.23,11.53,1.73,18.03
"Jan","Maharashtra","Beed","Wadwani",974,425,48,185,103,555,7,0.97,4.72,28.34,8.61,12.38,1.94,11.48
"Jan","Maharashtra","Bhandara","Bhandara",3871,1816,229,746,401,1880,38,1.22,5.21,30.36,9.69,11.61,2.04,14.73
"Jan","Maharashtra","Bhandara","Lakhandur",1674,1406,39,186,195,814,17,0.53,3.08,42.16,19.25,12.98,2.51,16.35
"Jan","Maharashtra","Bhandara","Lakhani",1652,888,70,262,170,831,11,0.97,4.62,35.30,12.34,13.53,2.30,9.24
"Jan","Maharashtra","Bhandara","Mohadi",1227,633,63,134,117,363,17,0.68,2.12,20.00,6.81,4.80,1.17,11.26
"Jan","Maharashtra","Bhandara","Pauni",1986,1180,89,403,246,1139,15,1.17,6.48,41.66,15.53,17.84,3.17,11.90
"Jan","Maharashtra","Bhandara","Sakoli",1800,1121,72,250,249,866,22,0.87,3.91,35.43,13.60,12.72,2.84,15.28
"Jan","Maharashtra","Bhandara","Tumsar",2039,1168,110,273,217,854,22,1.13,3.93,32.86,11.97,9.33,1.89,12.09
"Jan","Maharashtra","Buldana","Buldana",6165,2553,329,1252,673,3183,60,1.02,4.90,26.98,7.90,10.25,1.79,11.83
"Jan","Maharashtra","Buldana","Chikhli",1867,981,12,196,189,1200,18,0.10,1.81,24.74,8.52,8.84,1.20,9.33
"Jan","Maharashtra","Buldana","Deulgaon Raja",872,526,55,194,164,723,12,1.38,6.24,35.00,13.17,15.77,2.92,17.14
"Jan","Maharashtra","Buldana","Jalgaon (Jamod)",1824,980,55,267,289,1376,14,0.85,4.99,43.47,15.19,18.69,3.24,10.77
"Jan","Maharashtra","Buldana","Khamgaon",1236,802,80,291,263,1363,28,1.15,5.32,29.16,11.48,10.72,1.73,14.66
"Jan","Maharashtra","Buldana","Lonar",833,533,25,115,156,790,9,0.50,2.79,27.20,10.61,11.82,1.95,10.23
"Jan","Maharashtra","Buldana","Malkapur",1196,739,154,324,203,780,14,2.79,8.67,35.07,13.39,16.78,3.46,14.00
"Jan","Maharashtra","Buldana","Mehkar",2694,1687,161,690,328,2024,20,1.24,6.55,33.67,12.96,15.80,2.20,10.87
"Jan","Maharashtra","Buldana","Motala",2278,1181,30,415,238,1479,11,0.31,4.65,36.14,12.34,14.18,1.97,6.63
"Jan","Maharashtra","Buldana","Nandura",1175,748,58,220,174,858,9,1.02,4.88,33.72,13.12,12.20,2.06,9.78
"Jan","Maharashtra","Buldana","Sangrampur",1732,1013,52,373,265,1327,16,0.72,5.90,37.98,14.02,16.68,2.78,11.85
"Jan","Maharashtra","Buldana","Shegaon",1295,786,71,202,198,884,9,1.41,5.43,41.33,15.61,17.47,3.20,13.64
"Jan","Maharashtra","Buldana","Sindkhed Raja",1992,1288,113,384,325,1557,21,1.46,6.43,42.36,16.63,20.00,3.45,19.09
"Jan","Maharashtra","Chandrapur","Ballarpur",1912,1131,206,581,362,1522,27,2.50,9.53,36.81,13.68,21.31,4.10,18.37
"Jan","Maharashtra","Chandrapur","Bhadravati",1366,908,69,274,210,844,12,1.00,5.00,33.11,13.22,14.94,2.98,19.67
"Jan","Maharashtra","Chandrapur","Brahmapuri",2313,1999,45,217,330,1431,23,0.51,2.97,48.84,22.64,18.26,3.42,20.00
"Jan","Maharashtra","Chandrapur","Chandrapur",2990,2166,309,624,415,1813,49,2.10,6.35,35.02,14.71,13.42,2.50,23.00
"Jan","Maharashtra","Chandrapur","Chimur",2319,1835,121,291,279,1265,28,1.30,4.41,44.44,19.63,16.07,2.90,20.74
"Jan","Maharashtra","Chandrapur","Gondpipri",1111,745,45,119,116,518,11,1.03,3.76,42.44,17.04,13.59,2.49,22.00
"Jan","Maharashtra","Chandrapur","Jiwati",1141,854,89,241,235,872,13,1.69,6.28,37.91,16.23,20.95,4.45,24.07
"Jan","Maharashtra","Chandrapur","Korpana",1388,1105,91,270,264,1061,11,1.31,5.19,35.85,15.89,17.76,3.54,13.25
"Jan","Maharashtra","Chandrapur","Mul",1757,1340,47,135,192,819,13,0.78,3.02,51.44,22.26,16.16,3.07,20.63
"Jan","Maharashtra","Chandrapur","Nagbhir",1987,1356,19,165,227,910,24,0.23,2.20,39.97,16.21,13.55,2.71,19.67
"Jan","Maharashtra","Chandrapur","Pombhurna",703,460,7,34,68,317,5,0.24,1.42,40.27,15.93,13.18,2.33,15.15
"Jan","Maharashtra","Chandrapur","Rajura",1549,1457,80,218,203,859,16,1.28,4.78,48.17,23.35,16.32,3.12,23.53
"Jan","Maharashtra","Chandrapur","Sawali",1318,1061,57,179,256,888,18,0.95,3.93,39.54,17.63,17.50,3.92,21.69
"Jan","Maharashtra","Chandrapur","Sindewahi",1868,1707,38,159,238,1000,10,0.57,2.98,53.99,25.78,18.20,3.50,16.13
"Jan","Maharashtra","Chandrapur","Warora",1548,1224,71,265,185,859,9,0.99,4.70,38.75,17.11,14.43,2.56,10.98
"Jan","Maharashtra","Dhule","Dhule",10580,7659,593,1988,1742,6525,139,1.25,5.45,38.38,16.12,15.63,3.29,19.44
"Jan","Maharashtra","Dhule","Sakri",7368,5642,368,1081,1352,4989,85,1.22,4.79,42.91,18.61,17.51,3.73,20.43
"Jan","Maharashtra","Dhule","Shirpur",5662,4054,289,857,879,2869,96,1.06,4.19,35.51,14.82,11.61,2.72,21.15
"Jan","Maharashtra","Dhule","Sindkhede",3248,2719,191,691,807,2994,44,1.44,6.63,44.76,20.40,23.04,4.89,22.68
"Jan","Maharashtra","Gadchiroli","Aheri",1353,1221,156,356,459,1313,13,2.96,9.72,48.73,23.12,29.08,7.53,12.38
"Jan","Maharashtra","Gadchiroli","Armori",1708,1357,64,288,408,1583,24,1.15,6.33,54.98,24.34,31.78,6.51,24.24
"Jan","Maharashtra","Gadchiroli","Bhamragad",595,610,99,212,276,638,3,4.89,15.36,59.33,30.03,40.91,12.35,10.71
"Jan","Maharashtra","Gadchiroli","Chamorshi",2806,1867,140,549,616,2397,30,1.51,7.41,50.16,20.04,29.49,6.03,21.28
"Jan","Maharashtra","Gadchiroli","Desaiganj (Vadasa)",1102,998,23,143,231,938,10,0.67,4.86,61.48,29.22,31.11,6.15,16.95
"Jan","Maharashtra","Gadchiroli","Dhanora",1478,1264,99,343,439,1429,20,1.99,8.86,54.80,25.26,33.68,7.91,16.00
"Jan","Maharashtra","Gadchiroli","Etapalli",832,800,112,251,314,933,10,4.00,12.97,58.00,28.43,40.15,10.11,15.63
"Jan","Maharashtra","Gadchiroli","Gadchiroli",2898,1679,162,591,612,2318,32,1.62,7.53,45.77,16.79,27.43,5.73,20.78
"Jan","Maharashtra","Gadchiroli","Korchi",1024,700,60,234,288,822,19,1.93,9.45,55.26,22.44,34.64,8.99,33.93
"Jan","Maharashtra","Gadchiroli","Kurkheda",1239,1196,67,258,302,1018,15,1.52,7.36,55.00,27.02,28.25,6.46,21.74
"Jan","Maharashtra","Gadchiroli","Mulchera",964,713,71,174,211,770,12,1.97,6.82,46.56,19.79,25.05,5.39,21.05
"Jan","Maharashtra","Gadchiroli","Sironcha",1419,1054,78,242,281,1129,17,1.58,6.49,50.08,21.34,25.71,5.12,24.29
"Jan","Maharashtra","Gondia","Amgaon",2232,1195,73,250,221,919,22,0.85,3.75,39.76,13.86,12.71,2.46,14.38
"Jan","Maharashtra","Gondia","Arjuni Morgaon",2269,1476,98,332,302,1380,30,1.08,4.75,41.37,16.31,17.14,3.08,19.61
"Jan","Maharashtra","Gondia","Deori",1668,856,77,234,190,721,23,0.99,3.99,32.35,10.97,11.45,2.39,16.91
"Jan","Maharashtra","Gondia","Gondiya",6488,3208,553,1723,1103,4468,65,2.02,8.30,35.34,11.69,19.73,3.91,15.44
"Jan","Maharashtra","Gondia","Goregaon",1815,862,125,329,282,1064,20,1.52,5.51,32.46,10.45,15.93,3.34,13.79
"Jan","Maharashtra","Gondia","Sadak Arjuni",1529,709,106,353,209,905,23,1.44,6.24,30.41,9.63,14.21,2.67,18.40
"Jan","Maharashtra","Gondia","Salekasa",1473,739,58,193,195,868,28,0.93,4.02,35.39,11.82,16.47,3.02,23.14
"Jan","Maharashtra","Gondia","Tirora",2098,889,95,385,245,1156,19,0.99,5.03,31.24,9.30,14.25,2.49,11.24
"Jan","Maharashtra","Hingoli","Aundha (Nagnath)",2675,2136,304,645,613,2148,37,2.52,7.86,39.80,17.67,20.00,4.44,23.72
"Jan","Maharashtra","Hingoli","Basmath",3640,2529,297,794,492,2259,37,1.89,6.95,39.25,16.09,16.52,2.95,20.67
"Jan","Maharashtra","Hingoli","Hingoli",3464,2580,533,875,831,2829,61,2.94,7.77,33.26,14.20,15.60,3.54,20.33
"Jan","Maharashtra","Hingoli","Kalamnuri",2213,1558,106,355,370,1523,36,0.90,3.90,31.84,13.15,12.74,2.49,17.91
"Jan","Maharashtra","Hingoli","Sengaon",2138,1309,45,242,265,1155,20,0.43,2.77,33.25,12.63,10.67,1.99,12.90
"Jan","Maharashtra","Jalgaon","Amalner",1119,449,41,255,197,858,10,0.41,2.95,15.62,4.47,10.12,1.89,8.26
"Jan","Maharashtra","Jalgaon","Bhadgaon",2074,807,133,589,273,1331,13,1.28,6.94,27.69,7.76,14.99,2.55,8.84
"Jan","Maharashtra","Jalgaon","Bhusawal",3664,1834,367,1028,531,2087,60,1.73,6.59,25.83,8.62,11.62,2.36,18.18
"Jan","Maharashtra","Jalgaon","Bodvad",1252,562,64,333,208,997,15,1.18,7.29,33.31,10.32,21.14,3.65,21.43
"Jan","Maharashtra","Jalgaon","Chalisgaon",4499,2491,329,860,550,2728,39,1.58,5.70,33.47,11.93,14.52,2.44,14.61
"Jan","Maharashtra","Jalgaon","Chopda",3145,1255,85,577,309,1778,26,0.49,3.79,25.15,7.17,11.23,1.66,10.08
"Jan","Maharashtra","Jalgaon","Dharangaon",1638,784,86,382,259,1177,21,1.05,5.71,29.53,9.56,16.57,2.99,19.09
"Jan","Maharashtra","Jalgaon","Erandol",1791,991,76,278,163,866,12,0.88,4.11,32.29,11.50,10.91,1.73,9.45
"Jan","Maharashtra","Jalgaon","Jalgaon",5696,2624,312,1097,578,2780,47,1.18,5.33,31.43,9.91,11.27,1.94,12.47
"Jan","Maharashtra","Jalgaon","Jamner",5557,2669,144,869,678,3575,51,0.64,4.48,36.40,11.81,16.63,2.65,17.23
"Jan","Maharashtra","Jalgaon","Muktainagar",2790,778,159,570,320,1497,22,1.33,6.09,29.82,6.50,14.83,2.61,13.92
"Jan","Maharashtra","Jalgaon","Pachora",3031,1343,152,552,341,1642,43,0.99,4.61,28.61,8.78,12.27,2.11,20.00
"Jan","Maharashtra","Jalgaon","Parola",1343,758,81,354,178,911,16,0.81,4.35,20.99,7.57,10.13,1.66,12.80
"Jan","Maharashtra","Jalgaon","Raver",3712,1776,174,715,440,2121,43,1.03,5.28,32.56,10.54,14.34,2.46,17.84
"Jan","Maharashtra","Jalgaon","Yawal",2823,1489,190,720,456,1882,24,1.45,6.93,32.80,11.33,17.26,3.37,15.38
"Jan","Maharashtra","Jalna","Ambad",2944,2336,359,748,414,1618,42,2.35,7.26,34.52,15.27,12.13,2.47,21.76
"Jan","Maharashtra","Jalna","Badnapur",2492,1909,142,398,366,1201,36,1.28,4.86,39.56,17.16,12.50,2.92,24.32
"Jan","Maharashtra","Jalna","Bhokardan",3024,2799,131,546,432,1581,49,0.71,3.67,31.45,15.12,8.94,1.92,18.92
"Jan","Maharashtra","Jalna","Ghansawangi",2348,1650,196,576,247,975,41,1.26,4.98,25.75,10.63,7.23,1.46,21.58
"Jan","Maharashtra","Jalna","Jafrabad",1364,503,130,354,149,693,30,1.13,4.19,16.14,4.35,6.86,1.21,22.73
"Jan","Maharashtra","Jalna","Jalna",7380,5046,701,1772,1207,5082,54,2.32,8.20,41.07,16.68,19.30,3.70,18.00
"Jan","Maharashtra","Jalna","Mantha",1646,1259,33,461,208,979,18,0.30,4.43,25.95,11.25,9.99,1.75,12.08
"Jan","Maharashtra","Jalna","Partur",1482,1068,151,300,156,739,18,1.73,5.16,29.09,12.18,8.62,1.50,16.67
"Jan","Maharashtra","Kolhapur","Ajra",493,162,12,63,51,205,10,0.28,1.77,15.47,3.83,5.32,1.06,17.86
"Jan","Maharashtra","Kolhapur","Bavda",488,201,37,143,80,353,8,1.75,8.49,32.50,9.48,19.45,3.59,22.22
"Jan","Maharashtra","Kolhapur","Bhudargad",1168,546,28,157,101,472,16,0.42,2.76,25.58,8.15,8.32,1.47,22.22
"Jan","Maharashtra","Kolhapur","Chandgad",1169,485,67,221,129,590,12,0.86,3.69,21.16,6.21,7.65,1.37,8.22
"Jan","Maharashtra","Kolhapur","Gadhinglaj",1562,715,20,155,129,613,9,0.21,1.86,24.21,7.60,7.45,1.30,6.77
"Jan","Maharashtra","Kolhapur","Hatkanangle",6395,2792,348,1506,780,4122,40,1.02,5.41,26.77,8.14,12.71,2.02,11.83
"Jan","Maharashtra","Kolhapur","Kagal",1748,622,71,362,198,1062,9,0.65,3.95,21.62,5.67,10.22,1.61,6.52
"Jan","Maharashtra","Kolhapur","Karvir",3299,1037,55,528,295,1639,9,0.30,3.17,23.60,5.64,10.25,1.56,8.18
"Jan","Maharashtra","Kolhapur","Kolhapur",4925,2283,380,1126,633,2308,74,1.21,4.81,23.00,7.28,8.92,1.92,19.42
"Jan","Maharashtra","Kolhapur","Panhala",1380,357,23,195,168,720,20,0.18,1.72,13.67,2.81,6.30,1.19,10.93
"Jan","Maharashtra","Kolhapur","Radhanagari",1142,313,33,165,104,534,14,0.33,1.99,14.60,3.14,6.05,0.99,8.86
"Jan","Maharashtra","Kolhapur","Shahuwadi",1844,835,43,267,206,964,16,0.49,3.54,30.59,9.54,13.21,2.33,17.20
"Jan","Maharashtra","Kolhapur","Shirol",2568,790,80,392,285,1223,18,0.46,2.69,19.14,4.50,8.05,1.52,7.20
"Jan","Maharashtra","Latur","Ahmadpur",1771,1523,90,266,245,1014,39,1.14,4.49,41.52,19.20,11.75,2.29,25.49
"Jan","Maharashtra","Latur","Ausa",2139,1275,75,319,262,1048,42,0.62,3.26,28.25,10.55,8.51,1.70,22.70
"Jan","Maharashtra","Latur","Chakur",1945,945,117,266,204,918,18,1.10,3.62,27.25,8.91,9.43,1.71,11.18
"Jan","Maharashtra","Latur","Deoni",746,483,47,154,90,300,11,0.97,4.16,25.38,9.97,7.02,1.62,11.34
"Jan","Maharashtra","Latur","Jalkot",796,508,75,147,108,393,15,1.99,5.88,34.48,13.43,11.57,2.49,23.08
"Jan","Maharashtra","Latur","Latur",1756,1066,130,345,282,1080,24,1.33,4.87,28.92,10.92,11.69,2.42,16.67
"Jan","Maharashtra","Latur","Murud",1007,410,27,144,96,473,17,0.38,2.43,20.10,5.82,6.60,1.11,15.60
"Jan","Maharashtra","Latur","Nilanga",1934,1020,142,296,226,1042,36,1.30,4.01,26.97,9.31,8.79,1.57,17.91
"Jan","Maharashtra","Latur","Renapur",875,542,50,138,146,567,21,0.98,3.69,27.73,10.61,10.74,2.20,21.88
"Jan","Maharashtra","Latur","Sirur Anantpal",737,354,47,133,90,311,7,1.22,4.67,28.26,9.17,9.24,2.07,10.45
"Jan","Maharashtra","Latur","Udgir",4001,2786,522,910,942,3213,102,3.23,8.86,41.87,17.19,19.19,4.35,26.09
"Jan","Maharashtra","Mumbai City","Mumbai",6139,3531,929,2488,1369,5359,70,2.79,10.26,28.86,10.54,15.98,3.25,18.37
"Jan","Maharashtra","Mumbai Suburban","Mumbai",33490,19466,4257,11852,6617,27520,319,2.74,10.37,33.94,12.48,17.05,3.30,16.60
"Jan","Maharashtra","Nagpur","Bhiwapur",852,541,17,63,96,455,13,0.51,2.38,41.50,16.12,12.35,2.15,21.31
"Jan","Maharashtra","Nagpur","Hingna",3100,1317,119,385,303,1238,19,0.69,2.92,25.55,7.62,7.82,1.54,7.63
"Jan","Maharashtra","Nagpur","Kalameshwar",1162,702,34,172,162,742,19,0.67,4.08,36.90,13.90,17.01,3.05,29.23
"Jan","Maharashtra","Nagpur","Kamptee",2883,1601,202,475,305,1528,36,1.29,4.32,28.57,10.20,10.38,1.73,13.69
"Jan","Maharashtra","Nagpur","Katol",1365,925,45,112,127,619,11,0.72,2.52,36.79,14.86,11.30,1.92,15.94
"Jan","Maharashtra","Nagpur","Kuhi",1436,887,40,181,147,799,9,0.71,3.91,41.01,15.66,14.59,2.27,12.50
"Jan","Maharashtra","Nagpur","Mauda",1185,765,77,251,202,1002,22,1.10,4.69,27.88,10.94,13.70,2.30,14.10
"Jan","Maharashtra","Nagpur","Nagpur (Rural)",2083,934,58,364,368,1388,35,0.45,3.29,23.53,7.28,10.16,2.13,13.73
"Jan","Maharashtra","Nagpur","Nagpur (Urban)",8328,4997,1443,2933,1642,7127,187,3.82,11.60,35.12,13.17,16.47,3.08,20.06
"Jan","Maharashtra","Nagpur","Narkhed",928,671,22,126,100,464,19,0.46,3.13,33.76,14.17,10.08,1.79,23.17
"Jan","Maharashtra","Nagpur","Parseoni",1510,998,57,326,232,1046,21,0.76,5.08,33.25,13.23,14.13,2.56,17.80
"Jan","Maharashtra","Nagpur","Ramtek",1622,981,103,250,183,884,29,1.31,4.50,33.18,12.51,12.68,2.18,18.95
"Jan","Maharashtra","Nagpur","Savner",1843,1146,51,239,204,1031,20,0.55,3.10,31.98,12.26,11.59,1.91,12.50
"Jan","Maharashtra","Nagpur","Umred",1323,804,41,183,153,704,11,0.73,3.98,37.74,14.27,14.75,2.63,13.92
"Jan","Maharashtra","Nanded","Ardhapur",1213,842,50,214,161,820,15,0.92,4.87,37.83,15.50,16.18,2.66,17.65
"Jan","Maharashtra","Nanded","Bhokar",842,775,102,232,176,663,23,1.77,5.79,27.87,13.36,10.86,2.28,23.71
"Jan","Maharashtra","Nanded","Biloli",1008,704,87,167,160,631,16,1.23,3.58,24.10,9.91,7.86,1.59,11.43
"Jan","Maharashtra","Nanded","Deglur",992,796,149,228,200,712,31,1.96,4.95,23.45,10.44,8.25,1.81,16.23
"Jan","Maharashtra","Nanded","Dharmabad",851,495,102,186,169,580,9,2.97,8.40,39.20,14.41,20.31,4.58,20.93
"Jan","Maharashtra","Nanded","Hadgaon",2068,1292,96,363,314,1426,25,0.69,3.28,24.01,9.23,10.32,1.86,10.42
"Jan","Maharashtra","Nanded","Himayatnagar",1164,729,94,152,137,595,29,1.42,3.72,28.59,11.01,9.26,1.73,27.62
"Jan","Maharashtra","Nanded","Kandhar",2193,1807,269,472,362,1456,33,2.57,7.09,38.15,17.23,14.00,2.79,16.75
"Jan","Maharashtra","Nanded","Kinwat",2012,1535,231,473,345,1302,33,1.62,4.95,24.88,10.77,10.05,2.10,14.60
"Jan","Maharashtra","Nanded","Loha",2455,1571,109,223,221,1033,45,0.93,2.82,34.18,13.34,8.59,1.51,20.74
"Jan","Maharashtra","Nanded","Mahur",1310,917,79,197,282,857,21,1.59,5.56,44.88,18.48,17.58,4.35,16.94
"Jan","Maharashtra","Nanded","Mudkhed",431,252,37,88,166,490,10,1.34,4.52,24.67,9.10,10.06,2.55,11.24
"Jan","Maharashtra","Nanded","Mukhed",1839,1550,167,398,299,1102,38,1.41,4.76,28.48,13.03,8.32,1.77,15.32
"Jan","Maharashtra","Nanded","Naigaon (Khairgaon)",2058,1346,65,276,296,1219,20,0.69,3.62,36.12,14.28,12.00,2.35,12.27
"Jan","Maharashtra","Nanded","Nanded",7015,4282,518,1412,997,3999,125,1.43,5.31,30.92,11.72,11.23,2.24,19.14
"Jan","Maharashtra","Nanded","Umri",981,796,152,241,148,715,6,2.53,6.55,29.55,13.24,13.09,2.24,7.69
"Jan","Maharashtra","Nandurbar","Akkalkuwa",6362,7837,196,1140,2069,6742,69,0.93,6.31,66.96,36.96,40.10,9.42,17.42
"Jan","Maharashtra","Nandurbar","Akrani",5660,8256,443,1432,2798,6585,57,2.29,9.67,71.62,42.49,47.34,14.12,19.86
"Jan","Maharashtra","Nandurbar","Nandurbar",5171,4029,186,996,1325,4279,38,1.15,7.31,56.81,24.88,33.86,8.01,17.12
"Jan","Maharashtra","Nandurbar","Nawapur",4081,3584,121,591,660,2938,31,0.83,4.86,52.10,24.36,22.34,4.10,13.42
"Jan","Maharashtra","Nandurbar","Shahade",7912,8267,239,1610,2865,8009,64,0.93,7.19,62.87,32.12,38.66,10.19,17.20
"Jan","Maharashtra","Nandurbar","Talode",3514,3685,144,681,1040,3447,33,1.33,7.62,66.39,33.99,39.27,9.10,19.76
"Jan","Maharashtra","Nashik","Baglan",4817,3787,334,874,853,2714,53,1.34,4.86,34.60,15.23,12.77,3.05,17.10
"Jan","Maharashtra","Nashik","Chandvad",3071,2321,224,471,576,2034,49,1.57,4.86,37.62,16.19,15.66,3.46,22.27
"Jan","Maharashtra","Nashik","Deola",1707,1251,83,272,299,1175,14,0.92,3.93,32.71,13.83,13.32,2.70,10.14
"Jan","Maharashtra","Nashik","Dindori",5754,4260,236,771,979,4052,17,0.93,3.95,39.29,16.72,19.00,3.70,6.85
"Jan","Maharashtra","Nashik","Igatpuri",3908,3887,282,665,992,3492,45,1.92,6.45,53.01,26.43,25.84,5.72,23.56
"Jan","Maharashtra","Nashik","Kalwan",3740,3040,193,547,626,2360,21,1.22,4.68,42.87,19.22,17.72,3.71,14.79
"Jan","Maharashtra","Nashik","Malegaon",7915,5484,947,1882,1501,5646,127,2.23,6.66,31.51,12.90,14.05,2.95,18.14
"Jan","Maharashtra","Nashik","Nandgaon",2740,1901,266,649,390,1605,42,1.95,6.71,33.96,13.91,13.64,2.67,23.60
"Jan","Maharashtra","Nashik","Nashik",7493,4454,709,2034,1795,6173,52,2.24,8.68,37.76,14.08,22.74,5.12,14.69
"Jan","Maharashtra","Nashik","Niphad",5161,3107,337,1053,962,3737,47,1.24,5.12,30.44,11.44,15.11,3.09,18.50
"Jan","Maharashtra","Nashik","Peint",2976,3182,345,709,928,3143,29,3.30,10.09,58.85,30.41,35.39,8.07,21.48
"Jan","Maharashtra","Nashik","Sinnar",3494,2219,216,465,438,1941,46,1.26,3.99,33.41,12.98,11.50,2.12,18.04
"Jan","Maharashtra","Nashik","Surgana",3546,3779,540,1119,1275,3834,47,3.70,11.38,50.06,25.83,30.96,7.73,20.80
"Jan","Maharashtra","Nashik","Trimbakeshwar",4000,4116,295,833,1367,3832,27,2.19,8.37,60.16,30.51,35.65,9.37,15.00
"Jan","Maharashtra","Nashik","Yevla",2271,1494,189,409,347,1421,13,1.53,4.83,30.36,12.05,11.89,2.33,11.11
"Jan","Maharashtra","Osmanabad","Bhum",834,260,35,184,88,373,10,0.54,3.39,16.95,4.03,6.94,1.33,14.71
"Jan","Maharashtra","Osmanabad","Kalamb",3735,1778,67,490,357,1795,27,0.39,3.20,31.68,10.22,12.03,2.00,10.27
"Jan","Maharashtra","Osmanabad","Lohara",1031,352,25,175,82,481,18,0.36,2.88,19.93,5.07,7.87,1.15,17.48
"Jan","Maharashtra","Osmanabad","Osmanabad",8654,3932,270,1260,957,4703,59,0.75,4.24,34.82,10.88,14.63,2.47,13.20
"Jan","Maharashtra","Osmanabad","Paranda",1375,521,30,220,122,706,14,0.47,3.89,29.50,8.11,12.57,1.85,18.92
"Jan","Maharashtra","Osmanabad","Tuljapur",3021,1413,38,305,281,1547,12,0.29,2.58,33.33,10.62,13.31,2.05,6.98
"Jan","Maharashtra","Osmanabad","Umarga",1807,763,23,162,143,713,9,0.27,2.14,29.75,8.83,9.60,1.60,6.25
"Jan","Maharashtra","Palghar","Dahanu",7661,7061,262,1243,1887,7725,97,0.99,5.71,55.78,26.75,31.95,6.27,19.96
"Jan","Maharashtra","Palghar","Jawhar",3124,3853,135,709,1373,3649,42,1.48,9.24,76.23,42.10,51.60,14.11,23.86
"Jan","Maharashtra","Palghar","Mokhada",1179,1796,76,295,579,1574,20,1.77,8.62,69.07,41.70,43.83,11.79,24.69
"Jan","Maharashtra","Palghar","Palghar",6825,5693,49,407,680,4186,47,0.16,1.53,42.04,19.12,15.12,2.11,11.35
"Jan","Maharashtra","Palghar","Talasari",5335,4813,35,432,904,4569,35,0.23,3.08,66.92,31.74,34.84,5.75,12.73
"Jan","Maharashtra","Palghar","Vasai",5174,3245,42,357,691,3126,45,0.16,1.56,32.78,12.63,13.41,2.43,18.67
"Jan","Maharashtra","Palghar","Vikramgad",4137,3911,85,566,1255,4125,56,0.73,5.59,69.01,33.54,44.61,10.41,25.81
"Jan","Maharashtra","Palghar","Wada",3608,3796,52,396,864,2979,41,0.41,3.56,58.83,30.16,28.97,6.51,19.34
"Jan","Maharashtra","Parbhani","Gangakhed",1092,982,46,172,200,660,31,0.70,3.32,31.58,14.95,10.41,2.42,23.48
"Jan","Maharashtra","Parbhani","Jintur",2542,1728,66,363,302,1293,29,0.50,3.28,32.60,13.19,10.40,1.97,19.73
"Jan","Maharashtra","Parbhani","Manwath",470,369,22,58,106,370,5,0.90,3.29,34.41,15.14,9.86,2.20,10.42
