"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svr_wstg","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","svr_wasting_percent","wasting_percent","stunting_percent","svrly_stunted_percent","underweight_percent","svrly_underweight_percent","low_birth_weight_percent"
"Dec","Maharashtra","Nanded","Kandhar",2104,1932,275,487,385,1430,39,2.74,7.60,40.15,19.22,15.00,3.18,17.11
"Dec","Maharashtra","Nanded","Kinwat",2106,1651,247,536,369,1451,37,1.70,5.39,25.83,11.35,10.98,2.23,15.55
"Dec","Maharashtra","Nanded","Loha",2759,1709,193,331,294,1087,36,1.49,4.05,34.55,13.21,9.96,2.12,17.65
"Dec","Maharashtra","Nanded","Mahur",1017,908,63,191,297,871,10,1.53,6.16,46.64,22.00,18.03,4.59,9.26
"Dec","Maharashtra","Nanded","Mudkhed",318,204,26,78,169,536,11,1.08,4.30,21.55,8.42,10.40,2.49,9.82
"Dec","Maharashtra","Nanded","Mukhed",2162,1885,200,482,334,1160,47,1.45,4.94,29.26,13.63,9.03,2.02,17.28
"Dec","Maharashtra","Nanded","Naigaon (Khairgaon)",1205,876,75,253,370,1373,21,1.33,5.80,36.75,15.47,13.54,2.87,10.88
"Dec","Maharashtra","Nanded","Nanded",6628,4236,611,1517,1126,4152,119,1.78,6.21,31.52,12.29,12.36,2.64,17.71
"Dec","Maharashtra","Nanded","Umri",881,775,160,201,184,733,13,2.75,6.20,28.40,13.29,13.63,2.74,18.84
"Dec","Maharashtra","Nandurbar","Akkalkuwa",6439,8409,318,1354,2230,6991,72,1.46,7.66,67.83,38.41,41.16,9.95,17.48
"Dec","Maharashtra","Nandurbar","Akrani",5198,8438,521,1438,2886,6286,66,2.81,10.55,73.21,45.30,48.34,15.21,19.13
"Dec","Maharashtra","Nandurbar","Nandurbar",4861,4094,210,1079,1340,4225,50,1.35,8.31,57.69,26.38,34.71,8.36,20.00
"Dec","Maharashtra","Nandurbar","Nawapur",3605,3209,144,609,699,3043,57,1.13,5.89,53.12,25.02,24.36,4.55,19.79
"Dec","Maharashtra","Nandurbar","Shahade",7183,8388,376,1618,3094,8169,81,1.56,8.29,64.61,34.80,40.83,11.22,18.54
"Dec","Maharashtra","Nandurbar","Talode",3210,3907,170,655,1168,3346,23,1.66,8.05,69.35,38.07,40.91,10.58,13.37
"Dec","Maharashtra","Nashik","Baglan",4904,3965,345,922,876,2834,42,1.36,4.99,34.92,15.61,13.36,3.15,14.95
"Dec","Maharashtra","Nashik","Chandvad",3035,2225,228,447,545,2012,28,1.63,4.84,37.64,15.92,15.89,3.39,14.89
"Dec","Maharashtra","Nashik","Deola",1732,1253,72,290,315,1229,14,0.77,3.87,31.87,13.38,14.14,2.89,11.02
"Dec","Maharashtra","Nashik","Dindori",5603,4766,393,921,1062,4226,18,1.67,5.59,44.04,20.24,20.53,4.12,7.79
"Dec","Maharashtra","Nashik","Igatpuri",3756,3691,262,655,950,3335,48,1.87,6.54,53.00,26.27,26.40,5.85,26.09
"Dec","Maharashtra","Nashik","Kalwan",3437,3143,176,470,578,2196,23,1.28,4.69,47.77,22.82,16.90,3.52,14.29
"Dec","Maharashtra","Nashik","Malegaon",7899,5388,926,1979,1540,5544,130,2.20,6.91,31.57,12.80,14.19,3.09,18.79
"Dec","Maharashtra","Nashik","Nandgaon",2571,1924,339,603,402,1680,34,2.57,7.14,34.01,14.56,14.43,2.79,18.99
"Dec","Maharashtra","Nashik","Nashik",6592,4131,596,1808,1725,5974,73,2.13,8.57,38.20,14.72,23.05,5.16,20.39
"Dec","Maharashtra","Nashik","Niphad",4572,2732,335,955,904,3593,36,1.44,5.54,31.37,11.73,16.00,3.22,15.00
"Dec","Maharashtra","Nashik","Peint",2869,3126,346,708,955,3133,37,3.34,10.17,57.63,30.05,35.46,8.28,25.17
"Dec","Maharashtra","Nashik","Sinnar",3465,2070,199,471,453,1821,41,1.21,4.08,33.69,12.60,11.23,2.24,22.53
"Dec","Maharashtra","Nashik","Surgana",3152,3365,450,989,1245,3684,59,3.59,11.46,51.75,26.72,30.67,7.75,26.11
"Dec","Maharashtra","Nashik","Trimbakeshwar",4120,4243,304,923,1443,3967,25,2.20,8.89,60.54,30.71,37.02,9.88,13.09
"Dec","Maharashtra","Nashik","Yevla",2385,1601,161,437,339,1364,25,1.28,4.77,31.79,12.77,11.86,2.36,17.99
"Dec","Maharashtra","Osmanabad","Bhum",1001,348,60,188,101,423,25,0.94,3.88,21.11,5.45,7.99,1.54,26.88
"Dec","Maharashtra","Osmanabad","Kalamb",3844,1954,148,567,439,1879,29,0.87,4.20,34.02,11.47,13.24,2.51,11.11
"Dec","Maharashtra","Osmanabad","Osmanabad",10111,5542,531,1789,1348,5773,100,1.21,5.30,35.70,12.64,15.35,2.91,16.39
"Dec","Maharashtra","Osmanabad","Paranda",1442,610,68,370,156,795,8,1.01,6.52,30.54,9.08,13.88,2.28,10.67
"Dec","Maharashtra","Osmanabad","Tuljapur",2955,1519,42,374,306,1600,12,0.33,3.29,35.31,11.99,14.07,2.26,7.32
"Dec","Maharashtra","Osmanabad","Umarga",1880,851,105,288,206,824,9,1.19,4.44,30.82,9.60,11.16,2.23,8.11
"Dec","Maharashtra","Palghar","Dahanu",7342,7207,307,1289,1883,7167,105,1.19,6.18,56.28,27.88,33.14,6.90,18.95
"Dec","Maharashtra","Palghar","Jawhar",3283,3905,134,756,1387,3782,29,1.42,9.42,75.96,41.27,52.73,14.15,16.67
"Dec","Maharashtra","Palghar","Mokhada",895,1264,58,216,428,1195,24,1.85,8.73,68.71,40.23,46.19,12.18,32.43
"Dec","Maharashtra","Palghar","Palghar",6504,5532,79,468,780,4363,53,0.28,1.93,42.32,19.45,16.53,2.51,10.58
"Dec","Maharashtra","Palghar","Talasari",4407,4181,57,500,906,4161,41,0.44,4.32,66.63,32.44,35.30,6.31,18.39
"Dec","Maharashtra","Palghar","Vasai",4527,3072,91,626,639,2881,27,0.43,3.38,35.77,14.46,14.80,2.69,11.79
"Dec","Maharashtra","Palghar","Vikramgad",4119,4170,212,867,1274,4209,48,1.76,8.96,68.75,34.59,44.95,10.45,19.20
"Dec","Maharashtra","Palghar","Wada",3504,3822,87,501,960,3038,32,0.71,4.81,59.88,31.24,31.18,7.49,16.41
"Dec","Maharashtra","Parbhani","Gangakhed",1114,1006,68,218,180,715,20,1.06,4.44,32.85,15.59,11.46,2.30,17.24
"Dec","Maharashtra","Parbhani","Jintur",2627,1925,130,404,347,1337,37,1.02,4.20,35.77,15.13,11.17,2.30,22.16
"Dec","Maharashtra","Parbhani","Manwath",582,415,23,87,97,413,10,0.88,4.20,38.05,15.84,10.24,1.95,17.86
"Dec","Maharashtra","Parbhani","Palam",1344,1123,77,216,192,797,23,1.15,4.38,36.80,16.75,13.50,2.62,22.12
"Dec","Maharashtra","Parbhani","Parbhani",4592,3456,437,999,1010,3126,86,2.21,7.26,40.51,17.40,16.76,4.09,26.14
"Dec","Maharashtra","Parbhani","Pathri",1266,814,125,208,209,880,19,2.59,6.89,43.06,16.85,19.56,3.75,25.33
"Dec","Maharashtra","Parbhani","Purna",1669,960,82,236,217,774,8,1.06,4.11,33.96,12.40,10.61,2.32,10.53
"Dec","Maharashtra","Parbhani","Sailu",1652,1321,107,278,260,930,19,1.59,5.74,44.26,19.67,16.36,3.57,17.43
"Dec","Maharashtra","Parbhani","Sonpeth",656,536,22,115,116,361,8,0.63,3.95,34.37,15.46,12.91,3.14,19.05
"Dec","Maharashtra","Pune","Ambegaon",1382,786,128,353,237,1098,21,1.79,6.74,30.28,10.98,12.68,2.25,14.58
"Dec","Maharashtra","Pune","Baramati",2135,1023,184,508,294,1257,24,1.02,3.82,17.44,5.65,6.87,1.30,7.25
"Dec","Maharashtra","Pune","Bhor",709,290,59,206,94,503,12,1.01,4.54,17.09,4.96,7.27,1.14,8.39
"Dec","Maharashtra","Pune","Daund",2450,991,195,473,218,1128,25,1.03,3.51,18.09,5.21,6.17,1.00,9.51
"Dec","Maharashtra","Pune","Haveli",12682,6460,1170,3064,1769,8056,85,1.68,6.09,27.47,9.27,12.43,2.24,13.00
"Dec","Maharashtra","Pune","Indapur",2794,1641,192,481,361,1717,31,1.17,4.09,26.92,9.96,9.58,1.66,10.62
"Dec","Maharashtra","Pune","Junnar",2949,1593,142,433,375,1760,33,0.93,3.75,29.62,10.39,11.14,1.96,14.16
"Dec","Maharashtra","Pune","Khed",3550,1397,124,563,352,1895,18,0.58,3.21,23.08,6.52,8.46,1.32,10.34
"Dec","Maharashtra","Pune","Mawal",2053,870,107,421,225,990,27,0.59,2.91,16.09,4.79,6.07,1.12,11.25
"Dec","Maharashtra","Pune","Mulshi",928,375,27,199,111,555,4,0.27,2.22,12.81,3.69,5.48,0.91,3.88
"Dec","Maharashtra","Pune","Pune",1305,777,219,459,346,1253,18,4.07,12.60,38.65,14.42,25.43,5.50,29.03
"Dec","Maharashtra","Pune","Pune City",7545,4554,1145,2641,1204,5872,59,3.19,10.56,33.66,12.67,15.98,2.72,16.39
"Dec","Maharashtra","Pune","Purandhar",1282,583,32,139,107,581,19,0.38,2.04,22.27,6.96,6.81,1.06,13.10
"Dec","Maharashtra","Pune","Shirur",2588,1159,118,443,212,1189,19,0.57,2.69,17.93,5.55,6.13,0.93,9.74
"Dec","Maharashtra","Pune","Velhe",351,214,27,61,62,266,4,1.74,5.66,36.36,13.77,16.15,3.05,16.00
"Dec","Maharashtra","Raigad","Alibag",1555,606,97,274,213,635,21,1.11,4.25,24.76,6.94,8.90,2.24,14.00
"Dec","Maharashtra","Raigad","Karjat",2037,1356,114,340,458,1336,33,1.37,5.45,40.69,16.26,18.84,4.81,21.15
"Dec","Maharashtra","Raigad","Khalapur",940,634,44,173,157,519,19,0.81,3.99,28.95,11.66,10.32,2.40,14.18
"Dec","Maharashtra","Raigad","Mahad",1158,631,46,223,200,787,15,0.80,4.67,30.95,10.92,14.52,2.94,15.79
"Dec","Maharashtra","Raigad","Mangaon",683,456,49,163,100,390,14,0.96,4.13,22.18,8.88,8.28,1.69,16.47
"Dec","Maharashtra","Raigad","Mhasla",295,178,20,91,63,259,6,1.35,7.47,31.79,11.96,20.01,3.92,21.43
"Dec","Maharashtra","Raigad","Murud",429,111,8,65,42,198,5,0.28,2.58,19.08,3.92,8.25,1.44,8.62
"Dec","Maharashtra","Raigad","Panvel",2019,671,51,224,192,746,21,0.23,1.25,12.27,3.06,3.69,0.75,5.97
"Dec","Maharashtra","Raigad","Pen",714,345,46,123,60,299,18,0.55,2.04,12.75,4.16,3.99,0.67,15.25
"Dec","Maharashtra","Raigad","Poladpur",234,125,46,55,43,142,1,3.30,7.25,25.50,8.88,13.24,3.08,5.00
"Dec","Maharashtra","Raigad","Roha",964,457,44,134,109,509,13,0.76,3.06,24.45,7.86,8.51,1.50,11.71
"Dec","Maharashtra","Raigad","Shrivardhan",534,256,22,77,53,231,9,0.70,3.17,25.27,8.19,8.27,1.54,15.25
"Dec","Maharashtra","Raigad","Sudhagad",421,258,29,82,92,323,12,1.62,6.22,37.81,14.37,14.89,3.30,26.67
"Dec","Maharashtra","Raigad","Tala",239,135,11,35,26,84,1,0.96,4.03,32.72,11.81,9.47,2.24,5.00
"Dec","Maharashtra","Raigad","Uran",980,275,7,75,48,327,5,0.10,1.22,18.61,4.08,5.38,0.69,6.10
"Dec","Maharashtra","Ratnagiri","Chiplun",1603,763,29,189,155,973,20,0.36,2.69,29.22,9.42,11.74,1.61,15.38
"Dec","Maharashtra","Ratnagiri","Dapoli",1263,600,39,196,130,791,10,0.61,3.68,29.17,9.39,13.98,1.97,10.20
"Dec","Maharashtra","Ratnagiri","Guhagar",690,427,29,132,95,444,8,0.68,3.75,25.95,9.92,10.74,1.89,12.70
"Dec","Maharashtra","Ratnagiri","Khed",1083,465,24,213,113,683,16,0.38,3.74,24.40,7.33,11.44,1.62,17.39
"Dec","Maharashtra","Ratnagiri","Lanja",886,498,36,166,122,590,9,0.94,5.27,36.01,12.96,17.74,3.04,19.15
"Dec","Maharashtra","Ratnagiri","Mandangad",555,302,10,120,61,336,4,0.42,5.50,36.22,12.76,16.18,2.49,17.39
"Dec","Maharashtra","Ratnagiri","Rajapur",1249,734,41,178,140,816,14,0.84,4.48,40.48,14.98,18.66,2.73,27.45
"Dec","Maharashtra","Ratnagiri","Ratnagiri",3302,1546,192,658,398,2032,31,1.22,5.41,30.83,9.83,13.84,2.27,14.76
"Dec","Maharashtra","Ratnagiri","Sangameshwar",1129,490,31,194,154,757,14,0.48,3.52,25.30,7.66,13.51,2.28,15.56
"Dec","Maharashtra","Sangli","Atpadi",1369,770,67,281,137,811,7,0.90,4.69,28.78,10.36,11.56,1.67,8.24
"Dec","Maharashtra","Sangli","Jat",2061,841,112,522,223,894,16,0.74,4.17,19.05,5.52,6.84,1.37,6.93
"Dec","Maharashtra","Sangli","Kadegaon",497,129,23,95,45,209,8,0.37,1.91,10.14,2.09,3.38,0.60,7.02
"Dec","Maharashtra","Sangli","Kavathemahankal",875,411,53,173,86,379,8,0.56,2.41,13.67,4.37,4.44,0.82,5.26
"Dec","Maharashtra","Sangli","Khanapur (Vita)",663,370,68,171,76,362,9,1.18,4.15,17.92,6.42,7.25,1.26,12.68
"Dec","Maharashtra","Sangli","Miraj",1679,561,117,308,120,586,11,0.82,2.99,15.74,3.94,4.89,0.83,8.27
"Dec","Maharashtra","Sangli","Palus",828,316,93,285,170,584,22,1.28,5.22,15.78,4.36,8.18,1.84,16.54
"Dec","Maharashtra","Sangli","Sangli",4723,2246,403,1238,583,2778,44,1.81,7.38,31.31,10.09,14.43,2.50,16.42
"Dec","Maharashtra","Sangli","Shirala",826,451,71,193,100,369,10,1.09,4.03,19.50,6.89,6.29,1.34,9.52
"Dec","Maharashtra","Sangli","Tasgaon",1023,334,27,139,83,445,14,0.26,1.60,13.08,3.22,4.53,0.71,8.48
"Dec","Maharashtra","Sangli","Walwa",2199,820,81,345,171,885,17,0.47,2.48,17.58,4.78,5.66,0.92,7.76
"Dec","Maharashtra","Satara","Jaoli",733,451,21,87,57,280,6,0.56,2.90,31.74,12.09,8.18,1.38,8.70
"Dec","Maharashtra","Satara","Karad",3789,2231,155,618,420,2117,44,0.65,3.25,25.26,9.36,9.53,1.58,14.72
"Dec","Maharashtra","Satara","Khandala",1169,551,47,181,116,540,7,0.59,2.85,21.47,6.88,7.38,1.30,4.76
"Dec","Maharashtra","Satara","Khatav",1764,1025,81,192,153,759,14,0.70,2.35,23.99,8.82,7.41,1.24,8.59
"Dec","Maharashtra","Satara","Koregaon",1469,618,43,160,102,601,10,0.40,1.90,19.57,5.79,6.02,0.87,5.75
"Dec","Maharashtra","Satara","Mahabaleshwar",208,104,5,39,26,96,6,0.32,2.82,19.96,6.65,6.55,1.40,20.00
"Dec","Maharashtra","Satara","Man",1621,772,54,280,146,773,14,0.55,3.40,24.35,7.86,8.58,1.36,8.48
"Dec","Maharashtra","Satara","Patan",1869,1047,97,379,193,1014,23,0.91,4.45,27.25,9.78,10.83,1.73,15.23
"Dec","Maharashtra","Satara","Phaltan",2521,1117,31,208,189,868,20,0.17,1.32,20.15,6.19,5.74,1.03,9.71
"Dec","Maharashtra","Satara","Satara",4199,2229,236,683,408,2056,43,0.98,3.81,26.62,9.23,9.28,1.54,11.14
"Dec","Maharashtra","Satara","Wai",1133,694,54,206,120,535,13,0.75,3.61,25.35,9.63,8.25,1.51,13.40
"Dec","Maharashtra","Sindhudurg","Devgad",624,405,17,130,99,510,4,0.67,5.81,40.62,15.99,21.97,3.57,10.26
"Dec","Maharashtra","Sindhudurg","Dodamarg",394,249,4,78,50,298,5,0.23,4.73,37.08,14.36,19.22,2.76,18.52
"Dec","Maharashtra","Sindhudurg","Kankavli",735,525,39,189,151,578,6,1.14,6.67,36.81,15.34,18.66,3.87,10.53
"Dec","Maharashtra","Sindhudurg","Kudal",1176,1019,32,213,158,806,19,0.59,4.55,40.60,18.85,17.27,2.83,20.65
"Dec","Maharashtra","Sindhudurg","Malwan",540,405,31,123,98,381,4,1.15,5.70,34.88,14.95,17.11,3.50,10.81
"Dec","Maharashtra","Sindhudurg","Sawantwadi",960,798,50,170,163,667,7,1.14,5.02,40.05,18.18,18.42,3.62,12.73
"Dec","Maharashtra","Sindhudurg","Vaibhavvadi",258,266,11,49,44,181,3,0.92,5.04,43.96,22.32,18.37,3.59,16.67
"Dec","Maharashtra","Sindhudurg","Vengurla",527,514,14,102,67,354,7,0.56,4.65,41.61,20.54,16.00,2.55,15.56
"Dec","Maharashtra","Solapur","Akkalkot",3948,2169,170,545,343,1871,26,1.03,4.34,37.15,13.17,13.17,2.04,12.32
"Dec","Maharashtra","Solapur","Barshi",4887,3029,344,822,582,2807,59,1.72,5.82,39.47,15.10,13.74,2.36,17.25
"Dec","Maharashtra","Solapur","Karmala",2301,1453,115,222,149,806,24,1.03,3.02,33.60,13.00,7.36,1.15,14.29
"Dec","Maharashtra","Solapur","Madha",2052,1051,67,336,260,1324,42,0.53,3.17,24.38,8.26,8.45,1.39,18.26
"Dec","Maharashtra","Solapur","Malshiras",2950,1278,144,523,299,1789,37,0.58,2.69,17.06,5.16,6.26,0.90,8.24
"Dec","Maharashtra","Solapur","Mangalvedhe",1941,1090,142,310,178,686,17,1.24,3.95,26.44,9.51,6.47,1.33,10.06
"Dec","Maharashtra","Solapur","Mohol",3070,1854,95,382,273,1231,33,0.55,2.77,28.59,10.77,7.69,1.40,10.65
"Dec","Maharashtra","Solapur","Pandharpur",3464,1442,361,771,362,1706,61,1.33,4.17,18.05,5.31,6.36,1.11,13.59
"Dec","Maharashtra","Solapur","Sangole",1833,1069,123,376,167,889,32,0.91,3.68,21.36,7.87,6.96,1.10,12.70
"Dec","Maharashtra","Solapur","Solapur North",4410,2783,397,865,754,2883,90,1.98,6.31,35.92,13.90,14.33,2.97,21.84
"Dec","Maharashtra","Solapur","Solapur South",3911,2434,281,701,493,2055,38,1.65,5.76,37.19,14.27,13.17,2.55,13.15
"Dec","Maharashtra","Thane","Ambarnath",4034,1997,348,1114,527,2519,42,1.79,7.51,30.99,10.26,14.15,2.45,19.00
"Dec","Maharashtra","Thane","Bhiwandi",9639,5931,738,1924,1668,5877,98,1.68,6.06,35.38,13.48,15.57,3.44,18.35
"Dec","Maharashtra","Thane","Kalyan",4329,2008,410,1156,607,2910,43,1.72,6.58,26.61,8.43,13.49,2.33,15.14
"Dec","Maharashtra","Thane","Murbad",2842,2012,68,395,441,1729,46,0.55,3.75,39.26,16.27,17.27,3.51,32.86
"Dec","Maharashtra","Thane","Shahapur",5104,4707,243,1041,1344,4664,51,1.27,6.69,51.03,24.48,29.07,6.50,19.39
"Dec","Maharashtra","Thane","Thane",12826,5612,1314,4394,2036,9552,119,1.99,8.67,27.95,8.51,14.75,2.59,15.34
"Dec","Maharashtra","Thane","Ulhasnagar",2163,1857,290,561,428,1542,28,3.36,9.87,46.41,21.44,21.54,4.68,27.45
"Dec","Maharashtra","Wardha","Arvi",615,652,62,110,241,804,15,2.29,6.35,46.75,24.06,18.72,4.32,18.29
"Dec","Maharashtra","Wardha","Ashti",816,418,48,134,140,450,9,1.48,5.60,37.92,12.85,14.52,3.44,20.00
"Dec","Maharashtra","Wardha","Deoli",1060,947,43,159,241,859,10,1.06,4.99,49.45,23.33,19.17,4.20,14.29
"Dec","Maharashtra","Wardha","Hinganghat",1644,1470,47,151,260,966,13,0.80,3.37,52.92,24.98,19.48,4.13,12.26
"Dec","Maharashtra","Wardha","Karanja",453,472,52,134,220,659,10,2.14,7.64,37.97,19.38,20.11,5.03,17.86
"Dec","Maharashtra","Wardha","Samudrapur",866,691,122,197,294,1023,10,3.16,8.27,40.30,17.88,19.39,4.33,12.05
"Dec","Maharashtra","Wardha","Seloo",1603,1124,52,237,271,1130,18,0.81,4.49,42.27,17.42,20.40,3.95,19.35
"Dec","Maharashtra","Wardha","Wardha",4402,2768,452,1120,813,3062,60,2.06,7.16,32.64,12.60,15.05,3.16,16.71
"Dec","Maharashtra","Washim","Karanja",2667,1964,301,637,573,1827,57,2.21,6.88,33.92,14.39,15.45,3.69,20.43
"Dec","Maharashtra","Washim","Malegaon",1713,758,54,194,228,819,25,0.46,2.13,21.26,6.52,8.41,1.83,14.79
"Dec","Maharashtra","Washim","Mangrulpir",2607,1471,174,430,366,1295,13,1.86,6.45,43.48,15.69,17.26,3.80,13.40
"Dec","Maharashtra","Washim","Manora",2915,1974,152,413,455,1591,20,1.33,4.95,42.79,17.28,16.55,3.68,12.05
"Dec","Maharashtra","Washim","Risod",2123,1343,198,385,350,1441,31,2.24,6.61,39.27,15.21,19.05,3.72,28.97
"Dec","Maharashtra","Washim","Washim",3026,2086,183,412,397,1456,25,1.39,4.53,38.85,15.85,14.02,3.00,15.15
"Dec","Maharashtra","Yavatmal","Arni",1876,1364,83,209,250,994,19,0.93,3.28,36.32,15.29,12.37,2.49,13.38
"Dec","Maharashtra","Yavatmal","Babulgaon",1249,1209,83,250,303,1002,17,1.78,7.13,52.53,25.84,26.49,6.15,28.33
"Dec","Maharashtra","Yavatmal","Darwha",1838,1075,93,256,257,1001,17,1.05,3.93,32.76,12.09,12.20,2.49,12.14
"Dec","Maharashtra","Yavatmal","Digras",2033,1855,91,205,278,1020,24,1.21,3.93,51.62,24.63,16.17,3.46,23.53
"Dec","Maharashtra","Yavatmal","Ghatanji",1550,1264,156,310,350,1085,15,2.51,7.50,45.23,20.32,21.35,5.21,14.02
"Dec","Maharashtra","Yavatmal","Kalamb",1110,1075,98,268,329,1005,19,2.02,7.53,44.82,22.05,23.64,5.83,25.33
"Dec","Maharashtra","Yavatmal","Kelapur",1537,1413,161,384,489,1368,16,2.53,8.57,46.31,22.18,24.73,6.51,17.20
"Dec","Maharashtra","Yavatmal","Mahagaon",1222,581,68,425,194,639,17,0.64,4.65,16.92,5.45,6.27,1.46,9.66
"Dec","Maharashtra","Yavatmal","Maregaon",986,967,122,223,256,841,6,3.08,8.72,49.26,24.39,25.02,5.84,14.29
"Dec","Maharashtra","Yavatmal","Ner",1466,1132,70,194,215,876,6,1.05,3.95,38.81,16.91,15.11,2.98,7.06
"Dec","Maharashtra","Yavatmal","Pusad",1485,1458,148,281,468,1683,39,2.15,6.24,42.78,21.19,16.05,3.49,17.81
"Dec","Maharashtra","Yavatmal","Ralegaon",1453,1282,121,340,403,1296,9,2.42,9.21,54.56,25.57,30.06,7.13,17.31
"Dec","Maharashtra","Yavatmal","Umarkhed",1508,876,169,361,255,885,35,2.00,6.27,28.18,10.35,11.61,2.60,19.55
"Dec","Maharashtra","Yavatmal","Wani",842,547,101,206,180,498,12,1.71,5.19,23.44,9.23,9.98,2.65,14.29
"Dec","Maharashtra","Yavatmal","Yavatmal",4583,3877,482,1119,1327,4329,80,2.80,9.29,48.95,22.43,23.99,5.63,20.89
"Dec","Maharashtra","Yavatmal","Zari-Jamani",665,728,69,177,209,604,7,2.15,7.68,43.37,22.67,20.09,5.16,14.00
"Jan","Maharashtra","Ahmadnagar","Akola",3461,3349,228,718,913,3188,37,1.65,6.86,49.27,24.23,26.87,5.98,16.23
"Jan","Maharashtra","Ahmadnagar","Jamkhed",1683,891,115,425,261,1140,12,1.24,5.84,27.80,9.62,14.38,2.68,10.53
"Jan","Maharashtra","Ahmadnagar","Karjat",1889,946,202,555,294,1331,31,1.60,6.00,22.47,7.50,11.98,2.17,17.13
"Jan","Maharashtra","Ahmadnagar","Kopargaon",1756,717,39,263,212,886,31,0.27,2.09,17.12,4.96,7.23,1.40,13.30
"Jan","Maharashtra","Ahmadnagar","Nagar",6799,3170,477,1471,688,3890,86,1.06,4.33,22.14,7.04,9.66,1.45,14.70
"Jan","Maharashtra","Ahmadnagar","Nevasa",3028,1651,79,379,393,1628,39,0.33,1.91,19.47,6.87,8.04,1.56,12.26
"Jan","Maharashtra","Ahmadnagar","Parner",2158,1187,63,317,218,1124,18,0.40,2.38,20.97,7.44,8.11,1.32,8.26
"Jan","Maharashtra","Ahmadnagar","Pathardi",1747,839,35,261,163,878,20,0.26,2.24,19.55,6.34,7.58,1.19,11.05
"Jan","Maharashtra","Ahmadnagar","Rahta",2897,1319,83,496,338,1755,36,0.49,3.42,24.82,7.77,11.83,1.91,13.90
"Jan","Maharashtra","Ahmadnagar","Rahuri",2639,1507,51,256,307,1165,26,0.32,1.92,25.95,9.43,8.86,1.85,11.82
"Jan","Maharashtra","Ahmadnagar","Sangamner",3228,1501,152,588,448,1973,39,0.61,2.97,18.97,6.02,9.15,1.69,10.43
"Jan","Maharashtra","Ahmadnagar","Shevgaon",1943,1109,65,309,241,1052,40,0.45,2.58,20.98,7.62,8.43,1.57,19.05
"Jan","Maharashtra","Ahmadnagar","Shrigonda",1999,1086,47,272,249,1122,27,0.30,2.01,19.44,6.84,8.37,1.52,11.20
"Jan","Maharashtra","Ahmadnagar","Shrirampur",2199,1157,61,299,241,1272,24,0.48,2.81,26.16,9.02,11.49,1.83,14.12
"Jan","Maharashtra","Akola","Akola",5574,2860,391,1145,787,3092,91,1.30,5.12,28.07,9.52,10.89,2.21,18.02
"Jan","Maharashtra","Akola","Akot",1841,1068,114,340,233,960,31,1.30,5.18,33.09,12.15,12.44,2.43,16.76
"Jan","Maharashtra","Akola","Balapur",1437,1047,123,333,204,838,23,1.70,6.30,34.26,14.44,13.01,2.55,19.66
"Jan","Maharashtra","Akola","Barshitakli",2074,1508,95,318,187,1037,21,1.04,4.53,39.28,16.54,12.80,1.96,18.42
"Jan","Maharashtra","Akola","Murtijapur",936,664,115,213,127,490,19,1.77,5.05,24.59,10.20,8.74,1.80,20.65
"Jan","Maharashtra","Akola","Patur",1766,1209,143,331,201,725,23,1.86,6.17,38.63,15.70,11.48,2.49,24.21
"Jan","Maharashtra","Akola","Telhara",1378,742,93,214,160,675,32,1.24,4.09,28.18,9.86,9.11,1.75,20.51
"Jan","Maharashtra","Amravati","Achalpur",4087,2750,562,988,671,2920,54,2.76,7.61,33.53,13.49,15.45,2.89,15.43
"Jan","Maharashtra","Amravati","Amravati",6703,3889,630,1670,956,4602,93,2.08,7.61,34.95,12.83,15.48,2.66,17.00
"Jan","Maharashtra","Amravati","Anjangaon Surji",1013,454,41,135,142,558,10,0.83,3.55,29.56,9.15,13.09,2.65,14.71
"Jan","Maharashtra","Amravati","Bhatkuli",1779,990,55,241,259,1140,11,0.92,4.97,46.41,16.59,22.82,4.22,15.94
"Jan","Maharashtra","Amravati","Chandurbazar",2423,1443,42,274,313,1508,18,0.45,3.35,41.01,15.31,17.52,3.01,11.18
"Jan","Maharashtra","Amravati","Chandur Railway",967,646,10,96,121,525,7,0.26,2.77,42.09,16.86,15.79,2.96,13.46
"Jan","Maharashtra","Amravati","Chikhaldara",2228,2337,70,348,615,2068,25,1.00,5.99,65.24,33.40,36.27,8.31,19.38
"Jan","Maharashtra","Amravati","Daryapur",1900,977,35,238,233,1136,14,0.55,4.28,45.11,15.32,20.50,3.49,15.56
"Jan","Maharashtra","Amravati","Dhamangaon Railway",1700,1257,37,202,257,1060,13,0.64,4.17,51.51,21.90,22.18,4.33,18.06
"Jan","Maharashtra","Amravati","Dharni",2995,3989,149,496,1107,2984,50,1.46,6.32,68.20,38.96,38.03,10.29,22.42
"Jan","Maharashtra","Amravati","Morshi",1672,1095,42,205,222,1019,17,0.62,3.64,40.72,16.11,16.04,2.87,14.17
"Jan","Maharashtra","Amravati","Nandgaon-Khandeshwar",1632,985,33,191,217,1047,12,0.59,3.99,46.54,17.52,20.24,3.47,13.79
"Jan","Maharashtra","Amravati","Teosa",1472,867,53,212,220,898,11,1.04,5.22,46.08,17.08,21.19,4.17,20.75
"Jan","Maharashtra","Amravati","Warud",2209,1283,56,334,316,1589,18,0.72,5.04,45.13,16.58,22.86,3.79,22.78
