"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svrly_wstd","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","wstd_chld","stntd_chld","uw_chld","svrly_wasting_percent","wasting_percent","svrly_stunting_percent","stunting_percent","svrly_underweight_percent","underweight_percent","low_birth_weight_percent"
"Dec","Maharashtra","Yavatmal","Zari-Jamani",665,728,69,177,209,604,7,246,1393,813,2.15,7.68,22.67,43.37,5.16,20.09,14.00
"Jan","Maharashtra","Ahmadnagar","Akola",3461,3349,228,718,913,3188,37,946,6810,4101,1.65,6.86,24.23,49.27,5.98,26.87,16.23
"Jan","Maharashtra","Ahmadnagar","Jamkhed",1683,891,115,425,261,1140,12,540,2574,1401,1.24,5.84,9.62,27.80,2.68,14.38,10.53
"Jan","Maharashtra","Ahmadnagar","Karjat",1889,946,202,555,294,1331,31,757,2835,1625,1.60,6.00,7.50,22.47,2.17,11.98,17.13
"Jan","Maharashtra","Ahmadnagar","Kopargaon",1756,717,39,263,212,886,31,302,2473,1098,0.27,2.09,4.96,17.12,1.40,7.23,13.30
"Jan","Maharashtra","Ahmadnagar","Nagar",6799,3170,477,1471,688,3890,86,1948,9969,4578,1.06,4.33,7.04,22.14,1.45,9.66,14.70
"Jan","Maharashtra","Ahmadnagar","Nevasa",3028,1651,79,379,393,1628,39,458,4679,2021,0.33,1.91,6.87,19.47,1.56,8.04,12.26
"Jan","Maharashtra","Ahmadnagar","Parner",2158,1187,63,317,218,1124,18,380,3345,1342,0.40,2.38,7.44,20.97,1.32,8.11,8.26
"Jan","Maharashtra","Ahmadnagar","Pathardi",1747,839,35,261,163,878,20,296,2586,1041,0.26,2.24,6.34,19.55,1.19,7.58,11.05
"Jan","Maharashtra","Ahmadnagar","Rahta",2897,1319,83,496,338,1755,36,579,4216,2093,0.49,3.42,7.77,24.82,1.91,11.83,13.90
"Jan","Maharashtra","Ahmadnagar","Rahuri",2639,1507,51,256,307,1165,26,307,4146,1472,0.32,1.92,9.43,25.95,1.85,8.86,11.82
"Jan","Maharashtra","Ahmadnagar","Sangamner",3228,1501,152,588,448,1973,39,740,4729,2421,0.61,2.97,6.02,18.97,1.69,9.15,10.43
"Jan","Maharashtra","Ahmadnagar","Shevgaon",1943,1109,65,309,241,1052,40,374,3052,1293,0.45,2.58,7.62,20.98,1.57,8.43,19.05
"Jan","Maharashtra","Ahmadnagar","Shrigonda",1999,1086,47,272,249,1122,27,319,3085,1371,0.30,2.01,6.84,19.44,1.52,8.37,11.20
"Jan","Maharashtra","Ahmadnagar","Shrirampur",2199,1157,61,299,241,1272,24,360,3356,1513,0.48,2.81,9.02,26.16,1.83,11.49,14.12
"Jan","Maharashtra","Akola","Akola",5574,2860,391,1145,787,3092,91,1536,8434,3879,1.30,5.12,9.52,28.07,2.21,10.89,18.02
"Jan","Maharashtra","Akola","Akot",1841,1068,114,340,233,960,31,454,2909,1193,1.30,5.18,12.15,33.09,2.43,12.44,16.76
"Jan","Maharashtra","Akola","Balapur",1437,1047,123,333,204,838,23,456,2484,1042,1.70,6.30,14.44,34.26,2.55,13.01,19.66
"Jan","Maharashtra","Akola","Barshitakli",2074,1508,95,318,187,1037,21,413,3582,1224,1.04,4.53,16.54,39.28,1.96,12.80,18.42
"Jan","Maharashtra","Akola","Murtijapur",936,664,115,213,127,490,19,328,1600,617,1.77,5.05,10.20,24.59,1.80,8.74,20.65
"Jan","Maharashtra","Akola","Patur",1766,1209,143,331,201,725,23,474,2975,926,1.86,6.17,15.70,38.63,2.49,11.48,24.21
"Jan","Maharashtra","Akola","Telhara",1378,742,93,214,160,675,32,307,2120,835,1.24,4.09,9.86,28.18,1.75,9.11,20.51
"Jan","Maharashtra","Amravati","Achalpur",4087,2750,562,988,671,2920,54,1550,6837,3591,2.76,7.61,13.49,33.53,2.89,15.45,15.43
"Jan","Maharashtra","Amravati","Amravati",6703,3889,630,1670,956,4602,93,2300,10592,5558,2.08,7.61,12.83,34.95,2.66,15.48,17.00
"Jan","Maharashtra","Amravati","Anjangaon Surji",1013,454,41,135,142,558,10,176,1467,700,0.83,3.55,9.15,29.56,2.65,13.09,14.71
"Jan","Maharashtra","Amravati","Bhatkuli",1779,990,55,241,259,1140,11,296,2769,1399,0.92,4.97,16.59,46.41,4.22,22.82,15.94
"Jan","Maharashtra","Amravati","Chandurbazar",2423,1443,42,274,313,1508,18,316,3866,1821,0.45,3.35,15.31,41.01,3.01,17.52,11.18
"Jan","Maharashtra","Amravati","Chandur Railway",967,646,10,96,121,525,7,106,1613,646,0.26,2.77,16.86,42.09,2.96,15.79,13.46
"Jan","Maharashtra","Amravati","Chikhaldara",2228,2337,70,348,615,2068,25,418,4565,2683,1.00,5.99,33.40,65.24,8.31,36.27,19.38
"Jan","Maharashtra","Amravati","Daryapur",1900,977,35,238,233,1136,14,273,2877,1369,0.55,4.28,15.32,45.11,3.49,20.50,15.56
"Jan","Maharashtra","Amravati","Dhamangaon Railway",1700,1257,37,202,257,1060,13,239,2957,1317,0.64,4.17,21.90,51.51,4.33,22.18,18.06
"Jan","Maharashtra","Amravati","Dharni",2995,3989,149,496,1107,2984,50,645,6984,4091,1.46,6.32,38.96,68.20,10.29,38.03,22.42
"Jan","Maharashtra","Amravati","Morshi",1672,1095,42,205,222,1019,17,247,2767,1241,0.62,3.64,16.11,40.72,2.87,16.04,14.17
"Jan","Maharashtra","Amravati","Nandgaon-Khandeshwar",1632,985,33,191,217,1047,12,224,2617,1264,0.59,3.99,17.52,46.54,3.47,20.24,13.79
"Jan","Maharashtra","Amravati","Teosa",1472,867,53,212,220,898,11,265,2339,1118,1.04,5.22,17.08,46.08,4.17,21.19,20.75
"Jan","Maharashtra","Amravati","Warud",2209,1283,56,334,316,1589,18,390,3492,1905,0.72,5.04,16.58,45.13,3.79,22.86,22.78
"Jan","Maharashtra","Aurangabad","Aurangabad",12850,8065,921,2575,2107,8263,159,3496,20915,10370,1.62,6.16,14.16,36.73,3.33,16.41,22.36
"Jan","Maharashtra","Aurangabad","Gangapur",7926,4502,213,1353,1256,5238,48,1566,12428,6494,0.72,5.32,15.28,42.17,4.08,21.12,15.24
"Jan","Maharashtra","Aurangabad","Kannad",4553,2890,299,962,810,2919,56,1261,7443,3729,1.39,5.88,13.46,34.67,3.51,16.16,18.24
"Jan","Maharashtra","Aurangabad","Khuldabad",1467,764,65,245,222,880,19,310,2231,1102,1.01,4.83,11.90,34.76,3.09,15.36,20.21
"Jan","Maharashtra","Aurangabad","Paithan",5378,2799,312,916,730,3025,60,1228,8177,3755,1.31,5.17,11.78,34.41,2.91,14.98,21.28
"Jan","Maharashtra","Aurangabad","Phulambri",2492,1243,57,292,296,1321,16,349,3735,1617,0.51,3.14,11.16,33.53,2.51,13.69,15.84
"Jan","Maharashtra","Aurangabad","Sillod",4543,3038,146,641,604,2282,72,787,7581,2886,0.66,3.54,13.65,34.07,2.47,11.82,20.57
"Jan","Maharashtra","Aurangabad","Soegaon",2402,1406,96,320,409,1520,28,416,3808,1929,1.22,5.28,17.83,48.30,5.02,23.68,28.00
"Jan","Maharashtra","Aurangabad","Vaijapur",3955,2248,190,683,474,2237,45,873,6203,2711,1.10,5.06,13.01,35.91,2.56,14.65,19.74
"Jan","Maharashtra","Beed","Ambejogai",3779,2626,354,761,699,2677,57,1115,6405,3376,2.22,7.00,16.46,40.16,3.81,18.39,19.59
"Jan","Maharashtra","Beed","Ashti",2818,1572,276,710,327,1696,20,986,4390,2023,1.92,6.85,10.90,30.45,2.14,13.27,11.49
"Jan","Maharashtra","Beed","Bid",5442,3998,717,1345,873,3594,134,2062,9440,4467,2.67,7.67,14.77,34.88,2.86,14.62,29.98
"Jan","Maharashtra","Beed","Dharur",782,528,81,187,73,385,20,268,1310,458,1.32,4.37,8.58,21.29,1.13,7.07,23.81
"Jan","Maharashtra","Beed","Georai",3016,2273,192,610,407,1626,57,802,5289,2033,0.99,4.14,11.73,27.30,2.00,9.99,20.65
"Jan","Maharashtra","Beed","Kaij",2076,1557,167,352,277,1258,47,519,3633,1535,1.64,5.10,15.29,35.68,2.39,13.24,24.35
"Jan","Maharashtra","Beed","Manjlegaon",2947,1651,45,366,285,1517,31,411,4598,1802,0.39,3.54,14.21,39.58,2.30,14.55,16.15
"Jan","Maharashtra","Beed","Parli",1844,1689,367,519,343,1194,38,886,3533,1537,3.80,9.17,17.40,36.40,3.20,14.33,21.23
"Jan","Maharashtra","Beed","Patoda",1195,652,16,167,91,494,5,183,1847,585,0.24,2.70,9.62,27.25,1.26,8.11,4.59
"Jan","Maharashtra","Beed","Shirur (Kasar)",1234,556,107,305,119,676,11,412,1790,795,1.58,6.10,8.23,26.49,1.73,11.53,18.03
"Jan","Maharashtra","Beed","Wadwani",974,425,48,185,103,555,7,233,1399,658,0.97,4.72,8.61,28.34,1.94,12.38,11.48
"Jan","Maharashtra","Bhandara","Bhandara",3871,1816,229,746,401,1880,38,975,5687,2281,1.22,5.21,9.69,30.36,2.04,11.61,14.73
"Jan","Maharashtra","Bhandara","Lakhandur",1674,1406,39,186,195,814,17,225,3080,1009,0.53,3.08,19.25,42.16,2.51,12.98,16.35
"Jan","Maharashtra","Bhandara","Lakhani",1652,888,70,262,170,831,11,332,2540,1001,0.97,4.62,12.34,35.30,2.30,13.53,9.24
"Jan","Maharashtra","Bhandara","Mohadi",1227,633,63,134,117,363,17,197,1860,480,0.68,2.12,6.81,20.00,1.17,4.80,11.26
"Jan","Maharashtra","Bhandara","Pauni",1986,1180,89,403,246,1139,15,492,3166,1385,1.17,6.48,15.53,41.66,3.17,17.84,11.90
"Jan","Maharashtra","Bhandara","Sakoli",1800,1121,72,250,249,866,22,322,2921,1115,0.87,3.91,13.60,35.43,2.84,12.72,15.28
"Jan","Maharashtra","Bhandara","Tumsar",2039,1168,110,273,217,854,22,383,3207,1071,1.13,3.93,11.97,32.86,1.89,9.33,12.09
"Jan","Maharashtra","Buldana","Buldana",6165,2553,329,1252,673,3183,60,1581,8718,3856,1.02,4.90,7.90,26.98,1.79,10.25,11.83
"Jan","Maharashtra","Buldana","Chikhli",1867,981,12,196,189,1200,18,208,2848,1389,0.10,1.81,8.52,24.74,1.20,8.84,9.33
"Jan","Maharashtra","Buldana","Deulgaon Raja",872,526,55,194,164,723,12,249,1398,887,1.38,6.24,13.17,35.00,2.92,15.77,17.14
"Jan","Maharashtra","Buldana","Jalgaon (Jamod)",1824,980,55,267,289,1376,14,322,2804,1665,0.85,4.99,15.19,43.47,3.24,18.69,10.77
"Jan","Maharashtra","Buldana","Khamgaon",1236,802,80,291,263,1363,28,371,2038,1626,1.15,5.32,11.48,29.16,1.73,10.72,14.66
"Jan","Maharashtra","Buldana","Lonar",833,533,25,115,156,790,9,140,1366,946,0.50,2.79,10.61,27.20,1.95,11.82,10.23
"Jan","Maharashtra","Buldana","Malkapur",1196,739,154,324,203,780,14,478,1935,983,2.79,8.67,13.39,35.07,3.46,16.78,14.00
"Jan","Maharashtra","Buldana","Mehkar",2694,1687,161,690,328,2024,20,851,4381,2352,1.24,6.55,12.96,33.67,2.20,15.80,10.87
"Jan","Maharashtra","Buldana","Motala",2278,1181,30,415,238,1479,11,445,3459,1717,0.31,4.65,12.34,36.14,1.97,14.18,6.63
"Jan","Maharashtra","Buldana","Nandura",1175,748,58,220,174,858,9,278,1923,1032,1.02,4.88,13.12,33.72,2.06,12.20,9.78
"Jan","Maharashtra","Buldana","Sangrampur",1732,1013,52,373,265,1327,16,425,2745,1592,0.72,5.90,14.02,37.98,2.78,16.68,11.85
"Jan","Maharashtra","Buldana","Shegaon",1295,786,71,202,198,884,9,273,2081,1082,1.41,5.43,15.61,41.33,3.20,17.47,13.64
"Jan","Maharashtra","Buldana","Sindkhed Raja",1992,1288,113,384,325,1557,21,497,3280,1882,1.46,6.43,16.63,42.36,3.45,20.00,19.09
"Jan","Maharashtra","Chandrapur","Ballarpur",1912,1131,206,581,362,1522,27,787,3043,1884,2.50,9.53,13.68,36.81,4.10,21.31,18.37
"Jan","Maharashtra","Chandrapur","Bhadravati",1366,908,69,274,210,844,12,343,2274,1054,1.00,5.00,13.22,33.11,2.98,14.94,19.67
"Jan","Maharashtra","Chandrapur","Brahmapuri",2313,1999,45,217,330,1431,23,262,4312,1761,0.51,2.97,22.64,48.84,3.42,18.26,20.00
"Jan","Maharashtra","Chandrapur","Chandrapur",2990,2166,309,624,415,1813,49,933,5156,2228,2.10,6.35,14.71,35.02,2.50,13.42,23.00
"Jan","Maharashtra","Chandrapur","Chimur",2319,1835,121,291,279,1265,28,412,4154,1544,1.30,4.41,19.63,44.44,2.90,16.07,20.74
"Jan","Maharashtra","Chandrapur","Gondpipri",1111,745,45,119,116,518,11,164,1856,634,1.03,3.76,17.04,42.44,2.49,13.59,22.00
"Jan","Maharashtra","Chandrapur","Jiwati",1141,854,89,241,235,872,13,330,1995,1107,1.69,6.28,16.23,37.91,4.45,20.95,24.07
"Jan","Maharashtra","Chandrapur","Korpana",1388,1105,91,270,264,1061,11,361,2493,1325,1.31,5.19,15.89,35.85,3.54,17.76,13.25
"Jan","Maharashtra","Chandrapur","Mul",1757,1340,47,135,192,819,13,182,3097,1011,0.78,3.02,22.26,51.44,3.07,16.16,20.63
"Jan","Maharashtra","Chandrapur","Nagbhir",1987,1356,19,165,227,910,24,184,3343,1137,0.23,2.20,16.21,39.97,2.71,13.55,19.67
"Jan","Maharashtra","Chandrapur","Pombhurna",703,460,7,34,68,317,5,41,1163,385,0.24,1.42,15.93,40.27,2.33,13.18,15.15
"Jan","Maharashtra","Chandrapur","Rajura",1549,1457,80,218,203,859,16,298,3006,1062,1.28,4.78,23.35,48.17,3.12,16.32,23.53
"Jan","Maharashtra","Chandrapur","Sawali",1318,1061,57,179,256,888,18,236,2379,1144,0.95,3.93,17.63,39.54,3.92,17.50,21.69
"Jan","Maharashtra","Chandrapur","Sindewahi",1868,1707,38,159,238,1000,10,197,3575,1238,0.57,2.98,25.78,53.99,3.50,18.20,16.13
"Jan","Maharashtra","Chandrapur","Warora",1548,1224,71,265,185,859,9,336,2772,1044,0.99,4.70,17.11,38.75,2.56,14.43,10.98
"Jan","Maharashtra","Dhule","Dhule",10580,7659,593,1988,1742,6525,139,2581,18239,8267,1.25,5.45,16.12,38.38,3.29,15.63,19.44
"Jan","Maharashtra","Dhule","Sakri",7368,5642,368,1081,1352,4989,85,1449,13010,6341,1.22,4.79,18.61,42.91,3.73,17.51,20.43
"Jan","Maharashtra","Dhule","Shirpur",5662,4054,289,857,879,2869,96,1146,9716,3748,1.06,4.19,14.82,35.51,2.72,11.61,21.15
"Jan","Maharashtra","Dhule","Sindkhede",3248,2719,191,691,807,2994,44,882,5967,3801,1.44,6.63,20.40,44.76,4.89,23.04,22.68
"Jan","Maharashtra","Gadchiroli","Aheri",1353,1221,156,356,459,1313,13,512,2574,1772,2.96,9.72,23.12,48.73,7.53,29.08,12.38
"Jan","Maharashtra","Gadchiroli","Armori",1708,1357,64,288,408,1583,24,352,3065,1991,1.15,6.33,24.34,54.98,6.51,31.78,24.24
"Jan","Maharashtra","Gadchiroli","Bhamragad",595,610,99,212,276,638,3,311,1205,914,4.89,15.36,30.03,59.33,12.35,40.91,10.71
"Jan","Maharashtra","Gadchiroli","Chamorshi",2806,1867,140,549,616,2397,30,689,4673,3013,1.51,7.41,20.04,50.16,6.03,29.49,21.28
"Jan","Maharashtra","Gadchiroli","Desaiganj (Vadasa)",1102,998,23,143,231,938,10,166,2100,1169,0.67,4.86,29.22,61.48,6.15,31.11,16.95
"Jan","Maharashtra","Gadchiroli","Dhanora",1478,1264,99,343,439,1429,20,442,2742,1868,1.99,8.86,25.26,54.80,7.91,33.68,16.00
"Jan","Maharashtra","Gadchiroli","Etapalli",832,800,112,251,314,933,10,363,1632,1247,4.00,12.97,28.43,58.00,10.11,40.15,15.63
"Jan","Maharashtra","Gadchiroli","Gadchiroli",2898,1679,162,591,612,2318,32,753,4577,2930,1.62,7.53,16.79,45.77,5.73,27.43,20.78
"Jan","Maharashtra","Gadchiroli","Korchi",1024,700,60,234,288,822,19,294,1724,1110,1.93,9.45,22.44,55.26,8.99,34.64,33.93
"Jan","Maharashtra","Gadchiroli","Kurkheda",1239,1196,67,258,302,1018,15,325,2435,1320,1.52,7.36,27.02,55.00,6.46,28.25,21.74
"Jan","Maharashtra","Gadchiroli","Mulchera",964,713,71,174,211,770,12,245,1677,981,1.97,6.82,19.79,46.56,5.39,25.05,21.05
"Jan","Maharashtra","Gadchiroli","Sironcha",1419,1054,78,242,281,1129,17,320,2473,1410,1.58,6.49,21.34,50.08,5.12,25.71,24.29
"Jan","Maharashtra","Gondia","Amgaon",2232,1195,73,250,221,919,22,323,3427,1140,0.85,3.75,13.86,39.76,2.46,12.71,14.38
"Jan","Maharashtra","Gondia","Arjuni Morgaon",2269,1476,98,332,302,1380,30,430,3745,1682,1.08,4.75,16.31,41.37,3.08,17.14,19.61
"Jan","Maharashtra","Gondia","Deori",1668,856,77,234,190,721,23,311,2524,911,0.99,3.99,10.97,32.35,2.39,11.45,16.91
"Jan","Maharashtra","Gondia","Gondiya",6488,3208,553,1723,1103,4468,65,2276,9696,5571,2.02,8.30,11.69,35.34,3.91,19.73,15.44
"Jan","Maharashtra","Gondia","Goregaon",1815,862,125,329,282,1064,20,454,2677,1346,1.52,5.51,10.45,32.46,3.34,15.93,13.79
"Jan","Maharashtra","Gondia","Sadak Arjuni",1529,709,106,353,209,905,23,459,2238,1114,1.44,6.24,9.63,30.41,2.67,14.21,18.40
"Jan","Maharashtra","Gondia","Salekasa",1473,739,58,193,195,868,28,251,2212,1063,0.93,4.02,11.82,35.39,3.02,16.47,23.14
"Jan","Maharashtra","Gondia","Tirora",2098,889,95,385,245,1156,19,480,2987,1401,0.99,5.03,9.30,31.24,2.49,14.25,11.24
"Jan","Maharashtra","Hingoli","Aundha (Nagnath)",2675,2136,304,645,613,2148,37,949,4811,2761,2.52,7.86,17.67,39.80,4.44,20.00,23.72
"Jan","Maharashtra","Hingoli","Basmath",3640,2529,297,794,492,2259,37,1091,6169,2751,1.89,6.95,16.09,39.25,2.95,16.52,20.67
"Jan","Maharashtra","Hingoli","Hingoli",3464,2580,533,875,831,2829,61,1408,6044,3660,2.94,7.77,14.20,33.26,3.54,15.60,20.33
"Jan","Maharashtra","Hingoli","Kalamnuri",2213,1558,106,355,370,1523,36,461,3771,1893,0.90,3.90,13.15,31.84,2.49,12.74,17.91
"Jan","Maharashtra","Hingoli","Sengaon",2138,1309,45,242,265,1155,20,287,3447,1420,0.43,2.77,12.63,33.25,1.99,10.67,12.90
"Jan","Maharashtra","Jalgaon","Amalner",1119,449,41,255,197,858,10,296,1568,1055,0.41,2.95,4.47,15.62,1.89,10.12,8.26
"Jan","Maharashtra","Jalgaon","Bhadgaon",2074,807,133,589,273,1331,13,722,2881,1604,1.28,6.94,7.76,27.69,2.55,14.99,8.84
"Jan","Maharashtra","Jalgaon","Bhusawal",3664,1834,367,1028,531,2087,60,1395,5498,2618,1.73,6.59,8.62,25.83,2.36,11.62,18.18
"Jan","Maharashtra","Jalgaon","Bodvad",1252,562,64,333,208,997,15,397,1814,1205,1.18,7.29,10.32,33.31,3.65,21.14,21.43
"Jan","Maharashtra","Jalgaon","Chalisgaon",4499,2491,329,860,550,2728,39,1189,6990,3278,1.58,5.70,11.93,33.47,2.44,14.52,14.61
"Jan","Maharashtra","Jalgaon","Chopda",3145,1255,85,577,309,1778,26,662,4400,2087,0.49,3.79,7.17,25.15,1.66,11.23,10.08
"Jan","Maharashtra","Jalgaon","Dharangaon",1638,784,86,382,259,1177,21,468,2422,1436,1.05,5.71,9.56,29.53,2.99,16.57,19.09
"Jan","Maharashtra","Jalgaon","Erandol",1791,991,76,278,163,866,12,354,2782,1029,0.88,4.11,11.50,32.29,1.73,10.91,9.45
"Jan","Maharashtra","Jalgaon","Jalgaon",5696,2624,312,1097,578,2780,47,1409,8320,3358,1.18,5.33,9.91,31.43,1.94,11.27,12.47
"Jan","Maharashtra","Jalgaon","Jamner",5557,2669,144,869,678,3575,51,1013,8226,4253,0.64,4.48,11.81,36.40,2.65,16.63,17.23
"Jan","Maharashtra","Jalgaon","Muktainagar",2790,778,159,570,320,1497,22,729,3568,1817,1.33,6.09,6.50,29.82,2.61,14.83,13.92
"Jan","Maharashtra","Jalgaon","Pachora",3031,1343,152,552,341,1642,43,704,4374,1983,0.99,4.61,8.78,28.61,2.11,12.27,20.00
"Jan","Maharashtra","Jalgaon","Parola",1343,758,81,354,178,911,16,435,2101,1089,0.81,4.35,7.57,20.99,1.66,10.13,12.80
"Jan","Maharashtra","Jalgaon","Raver",3712,1776,174,715,440,2121,43,889,5488,2561,1.03,5.28,10.54,32.56,2.46,14.34,17.84
"Jan","Maharashtra","Jalgaon","Yawal",2823,1489,190,720,456,1882,24,910,4312,2338,1.45,6.93,11.33,32.80,3.37,17.26,15.38
"Jan","Maharashtra","Jalna","Ambad",2944,2336,359,748,414,1618,42,1107,5280,2032,2.35,7.26,15.27,34.52,2.47,12.13,21.76
"Jan","Maharashtra","Jalna","Badnapur",2492,1909,142,398,366,1201,36,540,4401,1567,1.28,4.86,17.16,39.56,2.92,12.50,24.32
"Jan","Maharashtra","Jalna","Bhokardan",3024,2799,131,546,432,1581,49,677,5823,2013,0.71,3.67,15.12,31.45,1.92,8.94,18.92
"Jan","Maharashtra","Jalna","Ghansawangi",2348,1650,196,576,247,975,41,772,3998,1222,1.26,4.98,10.63,25.75,1.46,7.23,21.58
"Jan","Maharashtra","Jalna","Jafrabad",1364,503,130,354,149,693,30,484,1867,842,1.13,4.19,4.35,16.14,1.21,6.86,22.73
"Jan","Maharashtra","Jalna","Jalna",7380,5046,701,1772,1207,5082,54,2473,12426,6289,2.32,8.20,16.68,41.07,3.70,19.30,18.00
"Jan","Maharashtra","Jalna","Mantha",1646,1259,33,461,208,979,18,494,2905,1187,0.30,4.43,11.25,25.95,1.75,9.99,12.08
"Jan","Maharashtra","Jalna","Partur",1482,1068,151,300,156,739,18,451,2550,895,1.73,5.16,12.18,29.09,1.50,8.62,16.67
"Jan","Maharashtra","Kolhapur","Ajra",493,162,12,63,51,205,10,75,655,256,0.28,1.77,3.83,15.47,1.06,5.32,17.86
"Jan","Maharashtra","Kolhapur","Bavda",488,201,37,143,80,353,8,180,689,433,1.75,8.49,9.48,32.50,3.59,19.45,22.22
"Jan","Maharashtra","Kolhapur","Bhudargad",1168,546,28,157,101,472,16,185,1714,573,0.42,2.76,8.15,25.58,1.47,8.32,22.22
"Jan","Maharashtra","Kolhapur","Chandgad",1169,485,67,221,129,590,12,288,1654,719,0.86,3.69,6.21,21.16,1.37,7.65,8.22
"Jan","Maharashtra","Kolhapur","Gadhinglaj",1562,715,20,155,129,613,9,175,2277,742,0.21,1.86,7.60,24.21,1.30,7.45,6.77
"Jan","Maharashtra","Kolhapur","Hatkanangle",6395,2792,348,1506,780,4122,40,1854,9187,4902,1.02,5.41,8.14,26.77,2.02,12.71,11.83
"Jan","Maharashtra","Kolhapur","Kagal",1748,622,71,362,198,1062,9,433,2370,1260,0.65,3.95,5.67,21.62,1.61,10.22,6.52
"Jan","Maharashtra","Kolhapur","Karvir",3299,1037,55,528,295,1639,9,583,4336,1934,0.30,3.17,5.64,23.60,1.56,10.25,8.18
"Jan","Maharashtra","Kolhapur","Kolhapur",4925,2283,380,1126,633,2308,74,1506,7208,2941,1.21,4.81,7.28,23.00,1.92,8.92,19.42
"Jan","Maharashtra","Kolhapur","Panhala",1380,357,23,195,168,720,20,218,1737,888,0.18,1.72,2.81,13.67,1.19,6.30,10.93
"Jan","Maharashtra","Kolhapur","Radhanagari",1142,313,33,165,104,534,14,198,1455,638,0.33,1.99,3.14,14.60,0.99,6.05,8.86
"Jan","Maharashtra","Kolhapur","Shahuwadi",1844,835,43,267,206,964,16,310,2679,1170,0.49,3.54,9.54,30.59,2.33,13.21,17.20
"Jan","Maharashtra","Kolhapur","Shirol",2568,790,80,392,285,1223,18,472,3358,1508,0.46,2.69,4.50,19.14,1.52,8.05,7.20
"Jan","Maharashtra","Latur","Ahmadpur",1771,1523,90,266,245,1014,39,356,3294,1259,1.14,4.49,19.20,41.52,2.29,11.75,25.49
"Jan","Maharashtra","Latur","Ausa",2139,1275,75,319,262,1048,42,394,3414,1310,0.62,3.26,10.55,28.25,1.70,8.51,22.70
"Jan","Maharashtra","Latur","Chakur",1945,945,117,266,204,918,18,383,2890,1122,1.10,3.62,8.91,27.25,1.71,9.43,11.18
"Jan","Maharashtra","Latur","Deoni",746,483,47,154,90,300,11,201,1229,390,0.97,4.16,9.97,25.38,1.62,7.02,11.34
"Jan","Maharashtra","Latur","Jalkot",796,508,75,147,108,393,15,222,1304,501,1.99,5.88,13.43,34.48,2.49,11.57,23.08
"Jan","Maharashtra","Latur","Latur",1756,1066,130,345,282,1080,24,475,2822,1362,1.33,4.87,10.92,28.92,2.42,11.69,16.67
"Jan","Maharashtra","Latur","Murud",1007,410,27,144,96,473,17,171,1417,569,0.38,2.43,5.82,20.10,1.11,6.60,15.60
"Jan","Maharashtra","Latur","Nilanga",1934,1020,142,296,226,1042,36,438,2954,1268,1.30,4.01,9.31,26.97,1.57,8.79,17.91
"Jan","Maharashtra","Latur","Renapur",875,542,50,138,146,567,21,188,1417,713,0.98,3.69,10.61,27.73,2.20,10.74,21.88
"Jan","Maharashtra","Latur","Sirur Anantpal",737,354,47,133,90,311,7,180,1091,401,1.22,4.67,9.17,28.26,2.07,9.24,10.45
"Jan","Maharashtra","Latur","Udgir",4001,2786,522,910,942,3213,102,1432,6787,4155,3.23,8.86,17.19,41.87,4.35,19.19,26.09
"Jan","Maharashtra","Mumbai City","Mumbai",6139,3531,929,2488,1369,5359,70,3417,9670,6728,2.79,10.26,10.54,28.86,3.25,15.98,18.37
"Jan","Maharashtra","Mumbai Suburban","Mumbai",33490,19466,4257,11852,6617,27520,319,16109,52956,34137,2.74,10.37,12.48,33.94,3.30,17.05,16.60
"Jan","Maharashtra","Nagpur","Bhiwapur",852,541,17,63,96,455,13,80,1393,551,0.51,2.38,16.12,41.50,2.15,12.35,21.31
"Jan","Maharashtra","Nagpur","Hingna",3100,1317,119,385,303,1238,19,504,4417,1541,0.69,2.92,7.62,25.55,1.54,7.82,7.63
"Jan","Maharashtra","Nagpur","Kalameshwar",1162,702,34,172,162,742,19,206,1864,904,0.67,4.08,13.90,36.90,3.05,17.01,29.23
"Jan","Maharashtra","Nagpur","Kamptee",2883,1601,202,475,305,1528,36,677,4484,1833,1.29,4.32,10.20,28.57,1.73,10.38,13.69
"Jan","Maharashtra","Nagpur","Katol",1365,925,45,112,127,619,11,157,2290,746,0.72,2.52,14.86,36.79,1.92,11.30,15.94
"Jan","Maharashtra","Nagpur","Kuhi",1436,887,40,181,147,799,9,221,2323,946,0.71,3.91,15.66,41.01,2.27,14.59,12.50
"Jan","Maharashtra","Nagpur","Mauda",1185,765,77,251,202,1002,22,328,1950,1204,1.10,4.69,10.94,27.88,2.30,13.70,14.10
"Jan","Maharashtra","Nagpur","Nagpur (Rural)",2083,934,58,364,368,1388,35,422,3017,1756,0.45,3.29,7.28,23.53,2.13,10.16,13.73
"Jan","Maharashtra","Nagpur","Nagpur (Urban)",8328,4997,1443,2933,1642,7127,187,4376,13325,8769,3.82,11.60,13.17,35.12,3.08,16.47,20.06
"Jan","Maharashtra","Nagpur","Narkhed",928,671,22,126,100,464,19,148,1599,564,0.46,3.13,14.17,33.76,1.79,10.08,23.17
"Jan","Maharashtra","Nagpur","Parseoni",1510,998,57,326,232,1046,21,383,2508,1278,0.76,5.08,13.23,33.25,2.56,14.13,17.80
