"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svrly_wstd","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","wstd_chld","stntd_chld","uw_chld","svrly_wasting_percent","wasting_percent","svrly_stunting_percent","stunting_percent","svrly_underweight_percent","underweight_percent","low_birth_weight_percent"
"Dec","Maharashtra","Nagpur","Mauda",1077,856,84,257,247,1052,26,341,1933,1299,1.59,6.45,16.18,36.54,2.81,14.78,17.69
"Dec","Maharashtra","Nagpur","Nagpur (Rural)",2171,1196,85,350,353,1534,42,435,3367,1887,0.63,3.20,8.80,24.77,2.00,10.67,16.09
"Dec","Maharashtra","Nagpur","Nagpur (Urban)",7118,4436,1196,2538,1710,6995,171,3734,11554,8705,3.65,11.41,13.48,35.10,3.49,17.76,20.58
"Dec","Maharashtra","Nagpur","Narkhed",790,647,31,116,103,464,8,147,1437,567,0.74,3.52,15.48,34.39,1.84,10.14,14.04
"Dec","Maharashtra","Nagpur","Parseoni",1370,1045,92,306,243,1053,26,398,2415,1296,1.30,5.61,14.70,33.98,2.78,14.83,21.67
"Dec","Maharashtra","Nagpur","Ramtek",1613,1009,121,295,205,879,16,416,2622,1084,1.59,5.46,13.22,34.36,2.46,13.00,13.68
"Dec","Maharashtra","Nagpur","Savner",1697,1150,50,218,215,1074,26,268,2847,1289,0.62,3.33,14.28,35.36,2.03,12.17,18.06
"Dec","Maharashtra","Nagpur","Umred",1287,763,74,233,168,767,18,307,2050,935,1.32,5.46,13.57,36.47,2.95,16.43,24.00
"Dec","Maharashtra","Nanded","Ardhapur",1279,778,101,236,181,808,11,337,2057,989,1.85,6.16,14.21,37.56,3.01,16.45,11.46
"Dec","Maharashtra","Nanded","Bhokar",882,725,102,247,190,729,25,349,1607,919,1.90,6.51,13.39,29.67,2.45,11.83,25.25
"Dec","Maharashtra","Nanded","Biloli",973,823,105,205,161,658,26,310,1796,819,1.44,4.24,11.24,24.53,1.68,8.57,16.35
"Dec","Maharashtra","Nanded","Deglur",1027,767,191,326,250,860,40,517,1794,1110,2.58,6.98,10.33,24.17,2.14,9.48,19.70
"Dec","Maharashtra","Nanded","Dharmabad",811,544,123,217,177,651,16,340,1355,828,3.37,9.32,14.90,37.10,4.55,21.26,27.12
"Dec","Maharashtra","Nanded","Hadgaon",2273,1358,206,416,380,1432,40,622,3631,1812,1.70,5.13,11.20,29.94,2.45,11.70,16.74
"Dec","Maharashtra","Nanded","Himayatnagar",1143,851,100,211,163,614,14,311,1994,777,1.40,4.35,11.90,27.88,2.03,9.66,11.76
"Dec","Maharashtra","Nanded","Kandhar",2104,1932,275,487,385,1430,39,762,4036,1815,2.74,7.60,19.22,40.15,3.18,15.00,17.11
"Dec","Maharashtra","Nanded","Kinwat",2106,1651,247,536,369,1451,37,783,3757,1820,1.70,5.39,11.35,25.83,2.23,10.98,15.55
"Dec","Maharashtra","Nanded","Loha",2759,1709,193,331,294,1087,36,524,4468,1381,1.49,4.05,13.21,34.55,2.12,9.96,17.65
"Dec","Maharashtra","Nanded","Mahur",1017,908,63,191,297,871,10,254,1925,1168,1.53,6.16,22.00,46.64,4.59,18.03,9.26
"Dec","Maharashtra","Nanded","Mudkhed",318,204,26,78,169,536,11,104,522,705,1.08,4.30,8.42,21.55,2.49,10.40,9.82
"Dec","Maharashtra","Nanded","Mukhed",2162,1885,200,482,334,1160,47,682,4047,1494,1.45,4.94,13.63,29.26,2.02,9.03,17.28
"Dec","Maharashtra","Nanded","Naigaon (Khairgaon)",1205,876,75,253,370,1373,21,328,2081,1743,1.33,5.80,15.47,36.75,2.87,13.54,10.88
"Dec","Maharashtra","Nanded","Nanded",6628,4236,611,1517,1126,4152,119,2128,10864,5278,1.78,6.21,12.29,31.52,2.64,12.36,17.71
"Dec","Maharashtra","Nanded","Umri",881,775,160,201,184,733,13,361,1656,917,2.75,6.20,13.29,28.40,2.74,13.63,18.84
"Dec","Maharashtra","Nandurbar","Akkalkuwa",6439,8409,318,1354,2230,6991,72,1672,14848,9221,1.46,7.66,38.41,67.83,9.95,41.16,17.48
"Dec","Maharashtra","Nandurbar","Akrani",5198,8438,521,1438,2886,6286,66,1959,13636,9172,2.81,10.55,45.30,73.21,15.21,48.34,19.13
"Dec","Maharashtra","Nandurbar","Nandurbar",4861,4094,210,1079,1340,4225,50,1289,8955,5565,1.35,8.31,26.38,57.69,8.36,34.71,20.00
"Dec","Maharashtra","Nandurbar","Nawapur",3605,3209,144,609,699,3043,57,753,6814,3742,1.13,5.89,25.02,53.12,4.55,24.36,19.79
"Dec","Maharashtra","Nandurbar","Shahade",7183,8388,376,1618,3094,8169,81,1994,15571,11263,1.56,8.29,34.80,64.61,11.22,40.83,18.54
"Dec","Maharashtra","Nandurbar","Talode",3210,3907,170,655,1168,3346,23,825,7117,4514,1.66,8.05,38.07,69.35,10.58,40.91,13.37
"Dec","Maharashtra","Nashik","Baglan",4904,3965,345,922,876,2834,42,1267,8869,3710,1.36,4.99,15.61,34.92,3.15,13.36,14.95
"Dec","Maharashtra","Nashik","Chandvad",3035,2225,228,447,545,2012,28,675,5260,2557,1.63,4.84,15.92,37.64,3.39,15.89,14.89
"Dec","Maharashtra","Nashik","Deola",1732,1253,72,290,315,1229,14,362,2985,1544,0.77,3.87,13.38,31.87,2.89,14.14,11.02
"Dec","Maharashtra","Nashik","Dindori",5603,4766,393,921,1062,4226,18,1314,10369,5288,1.67,5.59,20.24,44.04,4.12,20.53,7.79
"Dec","Maharashtra","Nashik","Igatpuri",3756,3691,262,655,950,3335,48,917,7447,4285,1.87,6.54,26.27,53.00,5.85,26.40,26.09
"Dec","Maharashtra","Nashik","Kalwan",3437,3143,176,470,578,2196,23,646,6580,2774,1.28,4.69,22.82,47.77,3.52,16.90,14.29
"Dec","Maharashtra","Nashik","Malegaon",7899,5388,926,1979,1540,5544,130,2905,13287,7084,2.20,6.91,12.80,31.57,3.09,14.19,18.79
"Dec","Maharashtra","Nashik","Nandgaon",2571,1924,339,603,402,1680,34,942,4495,2082,2.57,7.14,14.56,34.01,2.79,14.43,18.99
"Dec","Maharashtra","Nashik","Nashik",6592,4131,596,1808,1725,5974,73,2404,10723,7699,2.13,8.57,14.72,38.20,5.16,23.05,20.39
"Dec","Maharashtra","Nashik","Niphad",4572,2732,335,955,904,3593,36,1290,7304,4497,1.44,5.54,11.73,31.37,3.22,16.00,15.00
"Dec","Maharashtra","Nashik","Peint",2869,3126,346,708,955,3133,37,1054,5995,4088,3.34,10.17,30.05,57.63,8.28,35.46,25.17
"Dec","Maharashtra","Nashik","Sinnar",3465,2070,199,471,453,1821,41,670,5535,2274,1.21,4.08,12.60,33.69,2.24,11.23,22.53
"Dec","Maharashtra","Nashik","Surgana",3152,3365,450,989,1245,3684,59,1439,6517,4929,3.59,11.46,26.72,51.75,7.75,30.67,26.11
"Dec","Maharashtra","Nashik","Trimbakeshwar",4120,4243,304,923,1443,3967,25,1227,8363,5410,2.20,8.89,30.71,60.54,9.88,37.02,13.09
"Dec","Maharashtra","Nashik","Yevla",2385,1601,161,437,339,1364,25,598,3986,1703,1.28,4.77,12.77,31.79,2.36,11.86,17.99
"Dec","Maharashtra","Osmanabad","Bhum",1001,348,60,188,101,423,25,248,1349,524,0.94,3.88,5.45,21.11,1.54,7.99,26.88
"Dec","Maharashtra","Osmanabad","Kalamb",3844,1954,148,567,439,1879,29,715,5798,2318,0.87,4.20,11.47,34.02,2.51,13.24,11.11
"Dec","Maharashtra","Osmanabad","Osmanabad",10111,5542,531,1789,1348,5773,100,2320,15653,7121,1.21,5.30,12.64,35.70,2.91,15.35,16.39
"Dec","Maharashtra","Osmanabad","Paranda",1442,610,68,370,156,795,8,438,2052,951,1.01,6.52,9.08,30.54,2.28,13.88,10.67
"Dec","Maharashtra","Osmanabad","Tuljapur",2955,1519,42,374,306,1600,12,416,4474,1906,0.33,3.29,11.99,35.31,2.26,14.07,7.32
"Dec","Maharashtra","Osmanabad","Umarga",1880,851,105,288,206,824,9,393,2731,1030,1.19,4.44,9.60,30.82,2.23,11.16,8.11
"Dec","Maharashtra","Palghar","Dahanu",7342,7207,307,1289,1883,7167,105,1596,14549,9050,1.19,6.18,27.88,56.28,6.90,33.14,18.95
"Dec","Maharashtra","Palghar","Jawhar",3283,3905,134,756,1387,3782,29,890,7188,5169,1.42,9.42,41.27,75.96,14.15,52.73,16.67
"Dec","Maharashtra","Palghar","Mokhada",895,1264,58,216,428,1195,24,274,2159,1623,1.85,8.73,40.23,68.71,12.18,46.19,32.43
"Dec","Maharashtra","Palghar","Palghar",6504,5532,79,468,780,4363,53,547,12036,5143,0.28,1.93,19.45,42.32,2.51,16.53,10.58
"Dec","Maharashtra","Palghar","Talasari",4407,4181,57,500,906,4161,41,557,8588,5067,0.44,4.32,32.44,66.63,6.31,35.30,18.39
"Dec","Maharashtra","Palghar","Vasai",4527,3072,91,626,639,2881,27,717,7599,3520,0.43,3.38,14.46,35.77,2.69,14.80,11.79
"Dec","Maharashtra","Palghar","Vikramgad",4119,4170,212,867,1274,4209,48,1079,8289,5483,1.76,8.96,34.59,68.75,10.45,44.95,19.20
"Dec","Maharashtra","Palghar","Wada",3504,3822,87,501,960,3038,32,588,7326,3998,0.71,4.81,31.24,59.88,7.49,31.18,16.41
"Dec","Maharashtra","Parbhani","Gangakhed",1114,1006,68,218,180,715,20,286,2120,895,1.06,4.44,15.59,32.85,2.30,11.46,17.24
"Dec","Maharashtra","Parbhani","Jintur",2627,1925,130,404,347,1337,37,534,4552,1684,1.02,4.20,15.13,35.77,2.30,11.17,22.16
"Dec","Maharashtra","Parbhani","Manwath",582,415,23,87,97,413,10,110,997,510,0.88,4.20,15.84,38.05,1.95,10.24,17.86
"Dec","Maharashtra","Parbhani","Palam",1344,1123,77,216,192,797,23,293,2467,989,1.15,4.38,16.75,36.80,2.62,13.50,22.12
"Dec","Maharashtra","Parbhani","Parbhani",4592,3456,437,999,1010,3126,86,1436,8048,4136,2.21,7.26,17.40,40.51,4.09,16.76,26.14
"Dec","Maharashtra","Parbhani","Pathri",1266,814,125,208,209,880,19,333,2080,1089,2.59,6.89,16.85,43.06,3.75,19.56,25.33
"Dec","Maharashtra","Parbhani","Purna",1669,960,82,236,217,774,8,318,2629,991,1.06,4.11,12.40,33.96,2.32,10.61,10.53
"Dec","Maharashtra","Parbhani","Sailu",1652,1321,107,278,260,930,19,385,2973,1190,1.59,5.74,19.67,44.26,3.57,16.36,17.43
"Dec","Maharashtra","Parbhani","Sonpeth",656,536,22,115,116,361,8,137,1192,477,0.63,3.95,15.46,34.37,3.14,12.91,19.05
"Dec","Maharashtra","Pune","Ambegaon",1382,786,128,353,237,1098,21,481,2168,1335,1.79,6.74,10.98,30.28,2.25,12.68,14.58
"Dec","Maharashtra","Pune","Baramati",2135,1023,184,508,294,1257,24,692,3158,1551,1.02,3.82,5.65,17.44,1.30,6.87,7.25
"Dec","Maharashtra","Pune","Bhor",709,290,59,206,94,503,12,265,999,597,1.01,4.54,4.96,17.09,1.14,7.27,8.39
"Dec","Maharashtra","Pune","Daund",2450,991,195,473,218,1128,25,668,3441,1346,1.03,3.51,5.21,18.09,1.00,6.17,9.51
"Dec","Maharashtra","Pune","Haveli",12682,6460,1170,3064,1769,8056,85,4234,19142,9825,1.68,6.09,9.27,27.47,2.24,12.43,13.00
"Dec","Maharashtra","Pune","Indapur",2794,1641,192,481,361,1717,31,673,4435,2078,1.17,4.09,9.96,26.92,1.66,9.58,10.62
"Dec","Maharashtra","Pune","Junnar",2949,1593,142,433,375,1760,33,575,4542,2135,0.93,3.75,10.39,29.62,1.96,11.14,14.16
"Dec","Maharashtra","Pune","Khed",3550,1397,124,563,352,1895,18,687,4947,2247,0.58,3.21,6.52,23.08,1.32,8.46,10.34
"Dec","Maharashtra","Pune","Mawal",2053,870,107,421,225,990,27,528,2923,1215,0.59,2.91,4.79,16.09,1.12,6.07,11.25
"Dec","Maharashtra","Pune","Mulshi",928,375,27,199,111,555,4,226,1303,666,0.27,2.22,3.69,12.81,0.91,5.48,3.88
"Dec","Maharashtra","Pune","Pune",1305,777,219,459,346,1253,18,678,2082,1599,4.07,12.60,14.42,38.65,5.50,25.43,29.03
"Dec","Maharashtra","Pune","Pune City",7545,4554,1145,2641,1204,5872,59,3786,12099,7076,3.19,10.56,12.67,33.66,2.72,15.98,16.39
"Dec","Maharashtra","Pune","Purandhar",1282,583,32,139,107,581,19,171,1865,688,0.38,2.04,6.96,22.27,1.06,6.81,13.10
"Dec","Maharashtra","Pune","Shirur",2588,1159,118,443,212,1189,19,561,3747,1401,0.57,2.69,5.55,17.93,0.93,6.13,9.74
"Dec","Maharashtra","Pune","Velhe",351,214,27,61,62,266,4,88,565,328,1.74,5.66,13.77,36.36,3.05,16.15,16.00
"Dec","Maharashtra","Raigad","Alibag",1555,606,97,274,213,635,21,371,2161,848,1.11,4.25,6.94,24.76,2.24,8.90,14.00
"Dec","Maharashtra","Raigad","Karjat",2037,1356,114,340,458,1336,33,454,3393,1794,1.37,5.45,16.26,40.69,4.81,18.84,21.15
"Dec","Maharashtra","Raigad","Khalapur",940,634,44,173,157,519,19,217,1574,676,0.81,3.99,11.66,28.95,2.40,10.32,14.18
"Dec","Maharashtra","Raigad","Mahad",1158,631,46,223,200,787,15,269,1789,987,0.80,4.67,10.92,30.95,2.94,14.52,15.79
"Dec","Maharashtra","Raigad","Mangaon",683,456,49,163,100,390,14,212,1139,490,0.96,4.13,8.88,22.18,1.69,8.28,16.47
"Dec","Maharashtra","Raigad","Mhasla",295,178,20,91,63,259,6,111,473,322,1.35,7.47,11.96,31.79,3.92,20.01,21.43
"Dec","Maharashtra","Raigad","Murud",429,111,8,65,42,198,5,73,540,240,0.28,2.58,3.92,19.08,1.44,8.25,8.62
"Dec","Maharashtra","Raigad","Panvel",2019,671,51,224,192,746,21,275,2690,938,0.23,1.25,3.06,12.27,0.75,3.69,5.97
"Dec","Maharashtra","Raigad","Pen",714,345,46,123,60,299,18,169,1059,359,0.55,2.04,4.16,12.75,0.67,3.99,15.25
"Dec","Maharashtra","Raigad","Poladpur",234,125,46,55,43,142,1,101,359,185,3.30,7.25,8.88,25.50,3.08,13.24,5.00
"Dec","Maharashtra","Raigad","Roha",964,457,44,134,109,509,13,178,1421,618,0.76,3.06,7.86,24.45,1.50,8.51,11.71
"Dec","Maharashtra","Raigad","Shrivardhan",534,256,22,77,53,231,9,99,790,284,0.70,3.17,8.19,25.27,1.54,8.27,15.25
"Dec","Maharashtra","Raigad","Sudhagad",421,258,29,82,92,323,12,111,679,415,1.62,6.22,14.37,37.81,3.30,14.89,26.67
"Dec","Maharashtra","Raigad","Tala",239,135,11,35,26,84,1,46,374,110,0.96,4.03,11.81,32.72,2.24,9.47,5.00
"Dec","Maharashtra","Raigad","Uran",980,275,7,75,48,327,5,82,1255,375,0.10,1.22,4.08,18.61,0.69,5.38,6.10
"Dec","Maharashtra","Ratnagiri","Chiplun",1603,763,29,189,155,973,20,218,2366,1128,0.36,2.69,9.42,29.22,1.61,11.74,15.38
"Dec","Maharashtra","Ratnagiri","Dapoli",1263,600,39,196,130,791,10,235,1863,921,0.61,3.68,9.39,29.17,1.97,13.98,10.20
"Dec","Maharashtra","Ratnagiri","Guhagar",690,427,29,132,95,444,8,161,1117,539,0.68,3.75,9.92,25.95,1.89,10.74,12.70
"Dec","Maharashtra","Ratnagiri","Khed",1083,465,24,213,113,683,16,237,1548,796,0.38,3.74,7.33,24.40,1.62,11.44,17.39
"Dec","Maharashtra","Ratnagiri","Lanja",886,498,36,166,122,590,9,202,1384,712,0.94,5.27,12.96,36.01,3.04,17.74,19.15
"Dec","Maharashtra","Ratnagiri","Mandangad",555,302,10,120,61,336,4,130,857,397,0.42,5.50,12.76,36.22,2.49,16.18,17.39
"Dec","Maharashtra","Ratnagiri","Rajapur",1249,734,41,178,140,816,14,219,1983,956,0.84,4.48,14.98,40.48,2.73,18.66,27.45
"Dec","Maharashtra","Ratnagiri","Ratnagiri",3302,1546,192,658,398,2032,31,850,4848,2430,1.22,5.41,9.83,30.83,2.27,13.84,14.76
"Dec","Maharashtra","Ratnagiri","Sangameshwar",1129,490,31,194,154,757,14,225,1619,911,0.48,3.52,7.66,25.30,2.28,13.51,15.56
"Dec","Maharashtra","Sangli","Atpadi",1369,770,67,281,137,811,7,348,2139,948,0.90,4.69,10.36,28.78,1.67,11.56,8.24
"Dec","Maharashtra","Sangli","Jat",2061,841,112,522,223,894,16,634,2902,1117,0.74,4.17,5.52,19.05,1.37,6.84,6.93
"Dec","Maharashtra","Sangli","Kadegaon",497,129,23,95,45,209,8,118,626,254,0.37,1.91,2.09,10.14,0.60,3.38,7.02
"Dec","Maharashtra","Sangli","Kavathemahankal",875,411,53,173,86,379,8,226,1286,465,0.56,2.41,4.37,13.67,0.82,4.44,5.26
"Dec","Maharashtra","Sangli","Khanapur (Vita)",663,370,68,171,76,362,9,239,1033,438,1.18,4.15,6.42,17.92,1.26,7.25,12.68
"Dec","Maharashtra","Sangli","Miraj",1679,561,117,308,120,586,11,425,2240,706,0.82,2.99,3.94,15.74,0.83,4.89,8.27
"Dec","Maharashtra","Sangli","Palus",828,316,93,285,170,584,22,378,1144,754,1.28,5.22,4.36,15.78,1.84,8.18,16.54
"Dec","Maharashtra","Sangli","Sangli",4723,2246,403,1238,583,2778,44,1641,6969,3361,1.81,7.38,10.09,31.31,2.50,14.43,16.42
"Dec","Maharashtra","Sangli","Shirala",826,451,71,193,100,369,10,264,1277,469,1.09,4.03,6.89,19.50,1.34,6.29,9.52
"Dec","Maharashtra","Sangli","Tasgaon",1023,334,27,139,83,445,14,166,1357,528,0.26,1.60,3.22,13.08,0.71,4.53,8.48
"Dec","Maharashtra","Sangli","Walwa",2199,820,81,345,171,885,17,426,3019,1056,0.47,2.48,4.78,17.58,0.92,5.66,7.76
"Dec","Maharashtra","Satara","Jaoli",733,451,21,87,57,280,6,108,1184,337,0.56,2.90,12.09,31.74,1.38,8.18,8.70
"Dec","Maharashtra","Satara","Karad",3789,2231,155,618,420,2117,44,773,6020,2537,0.65,3.25,9.36,25.26,1.58,9.53,14.72
"Dec","Maharashtra","Satara","Khandala",1169,551,47,181,116,540,7,228,1720,656,0.59,2.85,6.88,21.47,1.30,7.38,4.76
"Dec","Maharashtra","Satara","Khatav",1764,1025,81,192,153,759,14,273,2789,912,0.70,2.35,8.82,23.99,1.24,7.41,8.59
"Dec","Maharashtra","Satara","Koregaon",1469,618,43,160,102,601,10,203,2087,703,0.40,1.90,5.79,19.57,0.87,6.02,5.75
"Dec","Maharashtra","Satara","Mahabaleshwar",208,104,5,39,26,96,6,44,312,122,0.32,2.82,6.65,19.96,1.40,6.55,20.00
"Dec","Maharashtra","Satara","Man",1621,772,54,280,146,773,14,334,2393,919,0.55,3.40,7.86,24.35,1.36,8.58,8.48
"Dec","Maharashtra","Satara","Patan",1869,1047,97,379,193,1014,23,476,2916,1207,0.91,4.45,9.78,27.25,1.73,10.83,15.23
"Dec","Maharashtra","Satara","Phaltan",2521,1117,31,208,189,868,20,239,3638,1057,0.17,1.32,6.19,20.15,1.03,5.74,9.71
"Dec","Maharashtra","Satara","Satara",4199,2229,236,683,408,2056,43,919,6428,2464,0.98,3.81,9.23,26.62,1.54,9.28,11.14
"Dec","Maharashtra","Satara","Wai",1133,694,54,206,120,535,13,260,1827,655,0.75,3.61,9.63,25.35,1.51,8.25,13.40
"Dec","Maharashtra","Sindhudurg","Devgad",624,405,17,130,99,510,4,147,1029,609,0.67,5.81,15.99,40.62,3.57,21.97,10.26
"Dec","Maharashtra","Sindhudurg","Dodamarg",394,249,4,78,50,298,5,82,643,348,0.23,4.73,14.36,37.08,2.76,19.22,18.52
"Dec","Maharashtra","Sindhudurg","Kankavli",735,525,39,189,151,578,6,228,1260,729,1.14,6.67,15.34,36.81,3.87,18.66,10.53
"Dec","Maharashtra","Sindhudurg","Kudal",1176,1019,32,213,158,806,19,245,2195,964,0.59,4.55,18.85,40.60,2.83,17.27,20.65
"Dec","Maharashtra","Sindhudurg","Malwan",540,405,31,123,98,381,4,154,945,479,1.15,5.70,14.95,34.88,3.50,17.11,10.81
"Dec","Maharashtra","Sindhudurg","Sawantwadi",960,798,50,170,163,667,7,220,1758,830,1.14,5.02,18.18,40.05,3.62,18.42,12.73
"Dec","Maharashtra","Sindhudurg","Vaibhavvadi",258,266,11,49,44,181,3,60,524,225,0.92,5.04,22.32,43.96,3.59,18.37,16.67
"Dec","Maharashtra","Sindhudurg","Vengurla",527,514,14,102,67,354,7,116,1041,421,0.56,4.65,20.54,41.61,2.55,16.00,15.56
"Dec","Maharashtra","Solapur","Akkalkot",3948,2169,170,545,343,1871,26,715,6117,2214,1.03,4.34,13.17,37.15,2.04,13.17,12.32
"Dec","Maharashtra","Solapur","Barshi",4887,3029,344,822,582,2807,59,1166,7916,3389,1.72,5.82,15.10,39.47,2.36,13.74,17.25
"Dec","Maharashtra","Solapur","Karmala",2301,1453,115,222,149,806,24,337,3754,955,1.03,3.02,13.00,33.60,1.15,7.36,14.29
"Dec","Maharashtra","Solapur","Madha",2052,1051,67,336,260,1324,42,403,3103,1584,0.53,3.17,8.26,24.38,1.39,8.45,18.26
"Dec","Maharashtra","Solapur","Malshiras",2950,1278,144,523,299,1789,37,667,4228,2088,0.58,2.69,5.16,17.06,0.90,6.26,8.24
"Dec","Maharashtra","Solapur","Mangalvedhe",1941,1090,142,310,178,686,17,452,3031,864,1.24,3.95,9.51,26.44,1.33,6.47,10.06
"Dec","Maharashtra","Solapur","Mohol",3070,1854,95,382,273,1231,33,477,4924,1504,0.55,2.77,10.77,28.59,1.40,7.69,10.65
"Dec","Maharashtra","Solapur","Pandharpur",3464,1442,361,771,362,1706,61,1132,4906,2068,1.33,4.17,5.31,18.05,1.11,6.36,13.59
"Dec","Maharashtra","Solapur","Sangole",1833,1069,123,376,167,889,32,499,2902,1056,0.91,3.68,7.87,21.36,1.10,6.96,12.70
"Dec","Maharashtra","Solapur","Solapur North",4410,2783,397,865,754,2883,90,1262,7193,3637,1.98,6.31,13.90,35.92,2.97,14.33,21.84
"Dec","Maharashtra","Solapur","Solapur South",3911,2434,281,701,493,2055,38,982,6345,2548,1.65,5.76,14.27,37.19,2.55,13.17,13.15
"Dec","Maharashtra","Thane","Ambarnath",4034,1997,348,1114,527,2519,42,1462,6031,3046,1.79,7.51,10.26,30.99,2.45,14.15,19.00
"Dec","Maharashtra","Thane","Bhiwandi",9639,5931,738,1924,1668,5877,98,2662,15570,7545,1.68,6.06,13.48,35.38,3.44,15.57,18.35
"Dec","Maharashtra","Thane","Kalyan",4329,2008,410,1156,607,2910,43,1566,6337,3517,1.72,6.58,8.43,26.61,2.33,13.49,15.14
"Dec","Maharashtra","Thane","Murbad",2842,2012,68,395,441,1729,46,463,4854,2170,0.55,3.75,16.27,39.26,3.51,17.27,32.86
"Dec","Maharashtra","Thane","Shahapur",5104,4707,243,1041,1344,4664,51,1284,9811,6008,1.27,6.69,24.48,51.03,6.50,29.07,19.39
"Dec","Maharashtra","Thane","Thane",12826,5612,1314,4394,2036,9552,119,5708,18438,11588,1.99,8.67,8.51,27.95,2.59,14.75,15.34
"Dec","Maharashtra","Thane","Ulhasnagar",2163,1857,290,561,428,1542,28,851,4020,1970,3.36,9.87,21.44,46.41,4.68,21.54,27.45
"Dec","Maharashtra","Wardha","Arvi",615,652,62,110,241,804,15,172,1267,1045,2.29,6.35,24.06,46.75,4.32,18.72,18.29
"Dec","Maharashtra","Wardha","Ashti",816,418,48,134,140,450,9,182,1234,590,1.48,5.60,12.85,37.92,3.44,14.52,20.00
"Dec","Maharashtra","Wardha","Deoli",1060,947,43,159,241,859,10,202,2007,1100,1.06,4.99,23.33,49.45,4.20,19.17,14.29
"Dec","Maharashtra","Wardha","Hinganghat",1644,1470,47,151,260,966,13,198,3114,1226,0.80,3.37,24.98,52.92,4.13,19.48,12.26
"Dec","Maharashtra","Wardha","Karanja",453,472,52,134,220,659,10,186,925,879,2.14,7.64,19.38,37.97,5.03,20.11,17.86
"Dec","Maharashtra","Wardha","Samudrapur",866,691,122,197,294,1023,10,319,1557,1317,3.16,8.27,17.88,40.30,4.33,19.39,12.05
"Dec","Maharashtra","Wardha","Seloo",1603,1124,52,237,271,1130,18,289,2727,1401,0.81,4.49,17.42,42.27,3.95,20.40,19.35
"Dec","Maharashtra","Wardha","Wardha",4402,2768,452,1120,813,3062,60,1572,7170,3875,2.06,7.16,12.60,32.64,3.16,15.05,16.71
"Dec","Maharashtra","Washim","Karanja",2667,1964,301,637,573,1827,57,938,4631,2400,2.21,6.88,14.39,33.92,3.69,15.45,20.43
"Dec","Maharashtra","Washim","Malegaon",1713,758,54,194,228,819,25,248,2471,1047,0.46,2.13,6.52,21.26,1.83,8.41,14.79
"Dec","Maharashtra","Washim","Mangrulpir",2607,1471,174,430,366,1295,13,604,4078,1661,1.86,6.45,15.69,43.48,3.80,17.26,13.40
"Dec","Maharashtra","Washim","Manora",2915,1974,152,413,455,1591,20,565,4889,2046,1.33,4.95,17.28,42.79,3.68,16.55,12.05
"Dec","Maharashtra","Washim","Risod",2123,1343,198,385,350,1441,31,583,3466,1791,2.24,6.61,15.21,39.27,3.72,19.05,28.97
"Dec","Maharashtra","Washim","Washim",3026,2086,183,412,397,1456,25,595,5112,1853,1.39,4.53,15.85,38.85,3.00,14.02,15.15
"Dec","Maharashtra","Yavatmal","Arni",1876,1364,83,209,250,994,19,292,3240,1244,0.93,3.28,15.29,36.32,2.49,12.37,13.38
"Dec","Maharashtra","Yavatmal","Babulgaon",1249,1209,83,250,303,1002,17,333,2458,1305,1.78,7.13,25.84,52.53,6.15,26.49,28.33
"Dec","Maharashtra","Yavatmal","Darwha",1838,1075,93,256,257,1001,17,349,2913,1258,1.05,3.93,12.09,32.76,2.49,12.20,12.14
"Dec","Maharashtra","Yavatmal","Digras",2033,1855,91,205,278,1020,24,296,3888,1298,1.21,3.93,24.63,51.62,3.46,16.17,23.53
"Dec","Maharashtra","Yavatmal","Ghatanji",1550,1264,156,310,350,1085,15,466,2814,1435,2.51,7.50,20.32,45.23,5.21,21.35,14.02
"Dec","Maharashtra","Yavatmal","Kalamb",1110,1075,98,268,329,1005,19,366,2185,1334,2.02,7.53,22.05,44.82,5.83,23.64,25.33
"Dec","Maharashtra","Yavatmal","Kelapur",1537,1413,161,384,489,1368,16,545,2950,1857,2.53,8.57,22.18,46.31,6.51,24.73,17.20
"Dec","Maharashtra","Yavatmal","Mahagaon",1222,581,68,425,194,639,17,493,1803,833,0.64,4.65,5.45,16.92,1.46,6.27,9.66
"Dec","Maharashtra","Yavatmal","Maregaon",986,967,122,223,256,841,6,345,1953,1097,3.08,8.72,24.39,49.26,5.84,25.02,14.29
"Dec","Maharashtra","Yavatmal","Ner",1466,1132,70,194,215,876,6,264,2598,1091,1.05,3.95,16.91,38.81,2.98,15.11,7.06
"Dec","Maharashtra","Yavatmal","Pusad",1485,1458,148,281,468,1683,39,429,2943,2151,2.15,6.24,21.19,42.78,3.49,16.05,17.81
"Dec","Maharashtra","Yavatmal","Ralegaon",1453,1282,121,340,403,1296,9,461,2735,1699,2.42,9.21,25.57,54.56,7.13,30.06,17.31
"Dec","Maharashtra","Yavatmal","Umarkhed",1508,876,169,361,255,885,35,530,2384,1140,2.00,6.27,10.35,28.18,2.60,11.61,19.55
"Dec","Maharashtra","Yavatmal","Wani",842,547,101,206,180,498,12,307,1389,678,1.71,5.19,9.23,23.44,2.65,9.98,14.29
"Dec","Maharashtra","Yavatmal","Yavatmal",4583,3877,482,1119,1327,4329,80,1601,8460,5656,2.80,9.29,22.43,48.95,5.63,23.99,20.89
