month_n,state_n,district_n,sub_district,mdrtly_stntd,svrly_stntd,svrly_wstd,mdrtly_wstd,svrly_uw,mdrtly_uw,nb_lbw,wstd_chld,stntd_chld,uw_chld,svrly_wasting_percent,wasting_percent,svrly_stunting_percent,stunting_percent,svrly_underweight_percent,underweight_percent,low_birth_weight_percent,no_anemic_wmn,no_pregnant_women,no_tenatus_cmpltd,no_wmn_rstg_drg_prgncy,no_wmn_etg_xtr_ml_drg_prgncy,no_trmstr_3wmn_cnsld_imdtbf,no_wmn_4_anc_vst_dlvry,prnt_anwmic_wmn,prnt_4_anc_vst_dlvry,prnt_wmn_etg_xtr_ml_drng_prgncy,prnt_wmn_rstg_drg_prgncy,prnt_trmstr_3wmn_cnsld_imdtbf,no_chld_bf_at_birth,no_chld_appr_cf,no_chld_excly_bf,no_chld_rcvg_cf_wid_adq_dt_dvsty,no_chld_intd_cf_past30d,no_chld_cf_wid_adq_dt_qnty,tot_no_chld_rcvg_cf_wid_appr_hndwhd_bfr_fdg,no_of_chld_cmpltd_1yr_immunzt,total_no_chld_enrld_cas_born_lstmnth,total_no_chld_0t6mnths_enrld_cas,no_chld_appr_cf,prnt_chld_bf_at_birth,prnt_chld_excly_bf,prnt_chld_rcvg_cf_wid_adq_dt_dvsty,prnt_chld_cf_wid_adq_dt_qnty,per_no_chld_cf_wid_appr_hndwhg_bfr_fdg,prnt_chld_intd_cf_p30d,prnt_child_1yr_immnztn,prnt_intd_cf_6to24mnth_child
Jan,Maharashtra,Raigad,Uran,970,279,10,71,40,305,4,81,1249,345,0.15,1.22,4.21,18.83,0.59,5.05,3.85,66,783,269,738,738,527,75,8.43,9.58,94.25,94.25,67.31,92,2645,701,2515,356,2522,2626,737,112,972,2645,82.14,72.12,95.09,95.35,99.28,85.17,7.81,87.11
Jan,Maharashtra,Ratnagiri,Chiplun,1643,709,19,141,141,897,8,160,2352,1038,0.23,1.93,8.55,28.36,1.48,10.88,6.45,109,788,371,742,742,590,152,13.83,19.29,94.16,94.16,74.87,110,2789,822,2509,398,2768,2776,3942,132,1061,2789,83.33,77.47,89.96,99.25,99.53,88.64,40.3,84.73
Jan,Maharashtra,Ratnagiri,Dapoli,1394,611,33,217,154,837,15,250,2005,991,0.48,3.65,8.91,29.24,2.19,14.09,22.06,84,532,246,505,506,428,108,15.79,20.3,95.11,94.92,80.45,60,2131,554,1932,253,2004,2117,2084,78,821,2131,76.92,67.48,90.66,94.04,99.34,79.31,27.2,82.11
Jan,Maharashtra,Ratnagiri,Guhagar,818,426,25,122,81,449,17,147,1244,530,0.53,3.09,8.94,26.11,1.57,10.25,25.37,66,432,229,403,405,333,72,15.28,16.67,93.75,93.29,77.08,63,1466,461,1252,206,1384,1459,2048,77,567,1466,81.82,81.31,85.4,94.41,99.52,86.55,38.85,79.04
Jan,Maharashtra,Ratnagiri,Khed,1032,446,34,193,117,643,11,227,1478,760,0.54,3.63,7.13,23.63,1.74,11.3,13.1,63,521,187,487,489,384,22,12.09,4.22,93.86,93.47,73.7,72,2020,551,1781,262,1949,2004,1686,90,752,2020,80,73.27,88.17,96.49,99.21,91.29,23.62,82.68
Jan,Maharashtra,Ratnagiri,Lanja,868,420,30,189,130,608,10,219,1288,738,0.78,5.7,10.92,33.5,3.22,18.25,13.7,45,357,189,339,335,269,25,12.61,7,93.84,94.96,75.35,66,1264,403,1063,146,1225,1258,2067,87,504,1264,75.86,79.96,84.1,96.91,99.53,83.91,47.3,79.92
Jan,Maharashtra,Ratnagiri,Mandangad,506,267,14,100,58,334,1,114,773,392,0.59,4.83,11.31,32.75,2.31,15.62,4.55,45,210,97,193,192,152,12,21.43,5.71,91.43,91.9,72.38,16,674,168,602,83,625,670,632,26,249,674,61.54,67.47,89.32,92.73,99.41,76.85,24.02,73.87
Jan,Maharashtra,Ratnagiri,Rajapur,1209,708,27,196,143,793,9,223,1917,936,0.55,4.52,14.33,38.81,2.74,17.91,18,70,417,204,395,398,303,50,16.79,11.99,95.44,94.72,72.66,43,1534,465,1252,200,1475,1528,2468,56,608,1534,76.79,76.48,81.62,96.15,99.61,90.5,44.97,77.28
Jan,Maharashtra,Ratnagiri,Ratnagiri,3390,1388,133,520,352,1917,28,653,4778,2269,0.82,4.04,8.59,29.57,1.99,12.81,13.93,142,1442,527,1378,1374,1079,136,9.85,9.43,95.28,95.56,74.83,176,5780,1441,5224,703,5447,5730,6761,217,1877,5780,81.11,76.77,90.38,94.24,99.13,89.44,34.02,86.19
Jan,Maharashtra,Ratnagiri,Sangameshwar,1102,478,17,185,129,764,19,202,1580,893,0.27,3.21,7.58,25.06,1.92,13.32,17.12,58,522,246,497,497,400,74,11.11,14.18,95.21,95.21,76.63,98,2009,663,1789,237,1945,1991,3195,121,826,2009,80.99,80.27,89.05,96.81,99.1,82.58,45.71,84.83
Jan,Maharashtra,Sangli,Atpadi,1478,782,68,291,147,858,13,359,2260,1005,0.82,4.35,9.47,27.37,1.73,11.85,16.88,87,658,210,606,569,509,34,13.22,5.17,86.47,92.1,77.36,62,2682,744,2405,409,2313,2622,1269,93,981,2682,66.67,75.84,89.67,86.24,97.76,89.69,15.79,86.76
Jan,Maharashtra,Sangli,Jat,2280,764,68,516,214,921,18,584,3044,1135,0.39,3.33,4.35,17.33,1.14,6.03,7.5,132,2276,585,1623,1649,1214,87,5.8,3.82,72.45,71.31,53.34,228,6409,1589,5843,866,5894,6341,1317,334,2766,6409,68.26,57.45,91.17,91.96,98.94,66.46,5.19,67.01
Jan,Maharashtra,Sangli,Kadegaon,499,139,15,117,40,246,7,132,638,286,0.22,1.92,2.02,9.29,0.51,3.64,5.6,88,761,303,731,738,586,47,11.56,6.18,96.98,96.06,77,116,2513,807,2337,375,2332,2496,1324,143,1008,2513,81.12,80.06,93,92.8,99.32,92.14,16.4,89.13
Jan,Maharashtra,Sangli,Kavathemahankal,969,407,44,156,92,410,12,200,1376,502,0.44,2.01,4.09,13.82,0.84,4.6,9.6,176,1011,448,980,985,790,118,17.41,11.67,97.43,96.93,78.14,115,3492,1039,3329,454,3364,3459,2706,138,1348,3492,83.33,77.08,95.33,96.33,99.05,88.85,25.94,91.76
Jan,Maharashtra,Sangli,Khanapur (Vita),648,302,34,167,70,371,1,201,950,441,0.58,3.46,5.19,16.33,1.15,7.22,1.92,60,555,218,493,501,384,55,10.81,9.91,90.27,88.83,69.19,44,1992,574,1890,278,1746,1972,965,59,787,1992,74.58,72.94,94.88,87.65,99,85.02,15.14,88.94
Jan,Maharashtra,Sangli,Miraj,1699,540,59,256,109,634,13,315,2239,743,0.41,2.17,3.71,15.4,0.74,5.02,9.15,207,1425,390,1367,1376,1072,126,14.53,8.84,96.56,95.93,75.23,131,4556,1210,4143,678,4228,4513,1292,160,1606,4556,81.88,75.34,90.94,92.8,99.06,91.13,9.12,86.89
Jan,Maharashtra,Sangli,Palus,823,285,81,255,111,594,18,336,1108,705,1.06,4.38,3.72,14.45,1.17,7.46,16.22,88,842,266,753,756,640,17,10.45,2.02,89.79,89.43,76.01,98,2891,889,2655,434,2657,2861,888,148,1189,2891,66.22,74.77,91.84,91.91,98.96,88.75,9.44,85.53
Jan,Maharashtra,Sangli,Sangli,4656,2153,441,1083,559,2889,60,1524,6809,3448,2,6.92,9.76,30.86,2.42,14.96,19.35,399,2235,656,2174,2165,1691,193,17.85,8.64,96.87,97.27,75.66,284,8314,2123,7558,1144,7868,8224,4738,343,2796,8314,82.8,75.93,90.91,94.64,98.92,90.08,18.02,86.66
Jan,Maharashtra,Sangli,Shirala,727,421,9,150,72,341,13,159,1148,413,0.13,2.37,6.28,17.11,0.89,5.12,10.57,85,663,270,636,643,529,133,12.82,20.06,96.98,95.93,79.79,118,2408,786,2197,367,2249,2374,1784,145,1018,2408,81.38,77.21,91.24,93.4,98.59,91.52,22.65,87.15
Jan,Maharashtra,Sangli,Tasgaon,1065,338,23,132,85,434,20,155,1403,519,0.22,1.49,3.25,13.49,0.72,4.38,12.05,139,1200,440,1118,1127,882,89,11.58,7.42,93.92,93.17,73.5,161,3842,1195,3600,554,3584,3806,1428,198,1597,3842,81.31,74.83,93.7,93.28,99.06,88.22,11.74,89.04
Jan,Maharashtra,Sangli,Walwa,2263,740,46,334,145,906,21,380,3003,1051,0.26,2.14,4.17,16.94,0.76,5.51,8.08,280,1731,616,1690,1698,1350,190,16.18,10.98,98.09,97.63,77.99,234,5969,1706,5626,823,5476,5930,4579,291,2178,5969,80.41,78.33,94.25,91.74,99.35,92.47,24.75,91.57
Jan,Maharashtra,Satara,Jaoli,696,490,18,65,60,265,4,83,1186,325,0.46,2.14,12.65,30.61,1.42,7.68,7.69,46,359,151,345,348,291,32,12.81,8.91,96.94,96.1,81.06,44,1382,422,1264,193,1345,1371,1054,53,523,1382,83.02,80.69,91.46,97.32,99.2,86.94,25.07,87.41
Jan,Maharashtra,Satara,Karad,3344,1902,97,492,381,2003,34,589,5246,2384,0.45,2.73,8.79,24.24,1.44,9,10.93,437,2378,905,2257,2259,1873,308,18.38,12.95,95,94.91,78.76,276,8307,2289,7582,1196,7949,8262,8895,364,3056,8307,75.82,74.9,91.27,95.69,99.46,86.48,32.66,86.13
Jan,Maharashtra,Satara,Khandala,1085,426,14,127,86,476,6,141,1511,562,0.16,1.65,4.98,17.67,0.91,5.95,5.66,131,920,419,883,888,707,196,14.24,21.3,96.52,95.98,76.85,85,3150,843,2958,473,2931,3127,3325,117,1113,3150,72.65,75.74,93.9,93.05,99.27,90.96,32.28,89.61
Jan,Maharashtra,Satara,Khatav,1771,1028,60,191,160,741,22,251,2799,901,0.5,2.1,8.6,23.4,1.24,7,14.67,208,1149,399,1058,1069,868,120,18.1,10.44,93.04,92.08,75.54,137,4256,1190,3868,613,3867,4221,6065,177,1602,4256,77.4,74.28,90.88,90.86,99.18,87.57,42.52,85.67
Jan,Maharashtra,Satara,Koregaon,1402,575,26,145,103,592,6,171,1977,695,0.23,1.54,5.16,17.75,0.86,5.81,5.04,136,1070,463,1049,1049,892,171,12.71,15.98,98.04,98.04,83.36,106,3789,1039,3587,547,3649,3736,5105,128,1340,3789,82.81,77.54,94.67,96.31,98.6,91.47,42.82,92.45
Jan,Maharashtra,Satara,Mahabaleshwar,236,110,11,28,17,106,4,39,346,123,0.72,2.55,7.18,22.6,0.91,6.56,10.26,21,183,90,176,179,146,35,11.48,19.13,97.81,96.17,79.78,39,628,202,572,74,605,624,804,45,261,628,86.67,77.39,91.08,96.34,99.36,77.08,37.21,85.37
Jan,Maharashtra,Satara,Man,1606,700,60,246,149,775,27,306,2306,924,0.61,3.12,7.14,23.51,1.37,8.48,19.15,143,1038,401,970,973,782,118,13.78,11.37,93.74,93.45,75.34,132,3746,1103,3392,513,3570,3731,3193,162,1449,3746,81.48,76.12,90.55,95.3,99.6,86.8,27.65,86.46
Jan,Maharashtra,Satara,Patan,1894,1014,74,323,192,980,19,397,2908,1172,0.7,3.74,9.54,27.35,1.71,10.41,13.97,141,941,380,892,897,708,88,14.98,9.35,95.32,94.79,75.24,134,3542,1062,3091,535,3324,3514,3476,163,1408,3542,82.21,75.43,87.27,93.85,99.21,85.6,29.36,82.16
Jan,Maharashtra,Satara,Phaltan,2369,998,22,164,142,863,23,186,3367,1005,0.12,1.03,5.54,18.69,0.77,5.43,10.41,230,1585,679,1547,1545,1216,355,14.51,22.4,97.48,97.6,76.72,171,5596,1580,5372,763,5375,5555,9287,236,2032,5596,72.46,77.76,96,96.05,99.27,91.93,52.78,93.77
Jan,Maharashtra,Satara,Satara,4133,2067,199,662,439,2091,44,861,6200,2530,0.85,3.66,8.78,26.32,1.64,9.45,13.37,394,2529,871,2438,2428,1969,204,15.58,8.07,96.01,96.4,77.86,276,9060,2497,8345,1215,8664,8980,7516,365,3188,9060,75.62,78.32,92.11,95.63,99.12,90.2,25.15,89.46
Jan,Maharashtra,Satara,Wai,1107,625,15,154,103,517,11,169,1732,620,0.21,2.32,8.59,23.8,1.28,7.7,11.34,162,678,298,655,661,572,121,23.89,17.85,97.49,96.61,84.37,85,2474,734,2359,357,2398,2448,2909,120,960,2474,70.83,76.46,95.35,96.93,98.95,87.29,36.28,91.58
Jan,Maharashtra,Sindhudurg,Devgad,783,578,14,149,132,589,6,163,1361,721,0.45,5.25,18.54,43.65,3.92,21.41,13.64,65,328,154,280,278,207,15,19.82,4.57,84.76,85.37,63.11,35,1025,257,783,124,980,1011,813,45,423,1025,77.78,60.76,76.39,95.61,98.63,67.03,19.17,59.54
Jan,Maharashtra,Sindhudurg,Dodamarg,458,282,8,84,63,316,4,92,740,379,0.4,4.64,14.22,37.32,3.1,18.64,28.57,28,173,95,162,162,120,58,16.18,33.53,93.64,93.64,69.36,14,665,171,623,114,636,655,1199,15,220,665,93.33,77.73,93.68,95.64,98.5,91.2,57.02,90.68
Jan,Maharashtra,Sindhudurg,Kankavli,843,548,33,229,148,607,9,262,1391,755,0.84,6.66,13.9,35.28,3.45,17.61,17.65,39,368,129,316,326,260,20,10.6,5.43,88.59,85.87,70.65,47,1250,307,1107,164,1203,1239,743,55,464,1250,85.45,66.16,88.56,96.24,99.12,75.93,14.16,74.45
Jan,Maharashtra,Sindhudurg,Kudal,1240,961,36,192,163,832,14,228,2201,995,0.64,4.05,17.04,39.02,2.81,17.14,19.18,108,522,247,493,495,383,17,20.69,3.26,94.83,94.44,73.37,65,1870,550,1561,272,1724,1857,2511,81,723,1870,80.25,76.07,83.48,92.19,99.3,86.9,39.54,79.24
Jan,Maharashtra,Sindhudurg,Malwan,558,404,17,142,86,398,8,159,962,484,0.6,5.6,14.18,33.75,2.93,16.51,19.05,47,229,123,214,215,188,42,20.52,18.34,93.89,93.45,82.1,35,876,267,793,108,800,872,892,43,359,876,81.4,74.37,90.53,91.32,99.54,85.71,28.12,84
Jan,Maharashtra,Sindhudurg,Sawantwadi,983,750,31,168,149,679,9,199,1733,828,0.68,4.34,16.33,37.72,3.13,17.41,15,79,440,200,408,405,331,77,17.95,17.5,92.05,92.73,75.23,52,1620,432,1333,223,1524,1604,2390,67,597,1620,77.61,72.36,82.28,94.07,99.01,87.11,46.47,79.06
Jan,Maharashtra,Sindhudurg,Vaibhavvadi,260,277,10,69,48,200,6,79,537,248,0.76,5.98,20.92,40.56,3.53,18.26,35.29,12,120,52,106,108,61,7,10,5.83,90,88.33,50.83,15,391,105,344,37,362,390,390,18,150,391,83.33,70,87.98,92.58,99.74,80.43,25.84,77.65
Jan,Maharashtra,Sindhudurg,Vengurla,539,508,18,100,66,335,6,118,1047,401,0.71,4.62,19.83,40.87,2.48,15.05,15.38,47,230,111,220,219,185,27,20.43,11.74,95.22,95.65,80.43,31,795,246,639,132,765,794,855,39,325,795,79.49,75.69,80.38,96.23,99.87,88,31.3,75.18
Jan,Maharashtra,Solapur,Akkalkot,3805,1901,103,395,278,1490,22,498,5706,1768,0.63,3.04,11.6,34.81,1.66,10.54,11.34,178,1657,610,1575,1587,1247,212,10.74,12.79,95.78,95.05,75.26,162,5501,1458,4902,770,4663,5414,3146,219,1993,5501,73.97,73.16,89.11,84.77,98.42,92.44,18.44,85.86
Jan,Maharashtra,Solapur,Barshi,5151,3143,255,864,641,2813,43,1119,8294,3454,1.16,5.11,14.32,37.79,2.46,13.25,12.25,253,2505,916,2404,2409,1864,257,10.1,10.26,96.17,95.97,74.41,319,8852,2529,7892,1199,8096,8777,8525,402,3252,8852,79.35,77.77,89.15,91.46,99.15,89.54,30.69,84.94
Jan,Maharashtra,Solapur,Karmala,2109,1276,53,215,133,771,20,268,3385,904,0.47,2.37,11.29,29.95,1.03,6.97,14.29,138,1317,454,1255,1254,994,71,10.48,5.39,95.22,95.29,75.47,136,4322,1293,4021,589,4061,4279,2287,161,1637,4322,84.47,78.99,93.04,93.96,99.01,83.55,16.12,86.29
Jan,Maharashtra,Solapur,Madha,2620,1205,76,446,266,1349,27,522,3825,1615,0.47,3.23,7.45,23.64,1.38,8.38,12,195,2098,540,1907,1908,1402,218,9.29,10.39,90.94,90.9,66.83,186,6450,1679,5977,877,5908,6376,3284,275,2327,6450,67.64,72.15,92.67,91.6,98.85,87.18,15.03,85.69
Jan,Maharashtra,Solapur,Malshiras,2917,1284,101,430,264,1742,37,531,4201,2006,0.38,2.02,4.88,15.98,0.77,5.88,9.39,277,2846,999,2707,2728,2186,396,9.73,13.91,95.85,95.12,76.81,344,10487,3292,9903,1478,10002,10405,10534,448,4182,10487,76.79,78.72,94.43,95.38,99.22,91.97,30.85,90.54
Jan,Maharashtra,Solapur,Mangalvedhe,1900,946,124,274,160,620,24,398,2846,780,1.07,3.43,8.14,24.5,1.21,5.89,16.55,139,1289,437,1210,1226,972,99,10.78,7.68,95.11,93.87,75.41,129,4200,1337,3771,610,3932,4136,2602,195,1724,4200,66.15,77.55,89.79,93.62,98.48,87.77,18.78,83.36
Jan,Maharashtra,Solapur,Mohol,3233,1773,100,412,203,1153,39,512,5006,1356,0.52,2.69,9.29,26.24,0.97,6.47,14.55,184,1789,649,1697,1702,1352,241,10.29,13.47,95.14,94.86,75.57,243,6319,1906,5797,833,5770,6223,4490,319,2411,6319,76.18,79.05,91.74,91.31,98.48,89.86,21.78,87.19
Jan,Maharashtra,Solapur,Pandharpur,3449,1537,343,725,320,1709,48,1068,4986,2029,1.2,3.75,5.39,17.49,0.95,6.05,11.59,219,3120,1113,2920,2942,2291,290,7.02,9.29,94.29,93.59,73.43,401,10544,3119,9506,1388,9696,10440,8887,472,4012,10544,84.96,77.74,90.16,91.96,99.01,90.42,25.25,84.75
Jan,Maharashtra,Solapur,Sangole,1790,958,76,293,132,797,36,369,2748,929,0.58,2.83,7.34,21.05,0.9,6.31,15.52,107,1878,558,1649,1676,1233,104,5.7,5.54,89.24,87.81,65.65,212,6267,1789,5701,887,5530,6176,2822,282,2511,6267,75.18,71.25,90.97,88.24,98.55,84.4,13.58,82.35
Jan,Maharashtra,Solapur,Solapur North,4738,3113,401,988,719,2891,77,1389,7851,3610,1.87,6.46,14.47,36.49,2.8,14.06,22.45,320,2755,758,2511,2498,1935,266,11.62,9.66,90.67,91.14,70.24,335,10225,2733,9249,1313,9150,10080,4764,400,3815,10225,83.75,71.64,90.45,89.49,98.58,84.06,13.01,82.13
Jan,Maharashtra,Solapur,Solapur South,3894,2009,167,672,419,1972,26,839,5903,2391,0.96,4.84,11.58,34.02,2.18,12.42,9.89,132,1952,643,1803,1805,1421,228,6.76,11.68,92.47,92.37,72.8,221,6451,1963,5835,929,5810,6265,5458,287,2584,6451,77,75.97,90.45,90.06,97.12,90.11,26.74,86.69
Jan,Maharashtra,Thane,Ambarnath,4146,1806,342,1168,511,2502,32,1510,5952,3013,1.69,7.48,8.94,29.47,2.37,13.95,15.61,174,1634,551,1596,1593,1309,239,10.65,14.63,97.49,97.67,80.11,178,6697,1649,6053,915,6058,6648,4635,226,2211,6697,78.76,74.58,90.38,90.46,99.27,88.07,19.79,86.63
Jan,Maharashtra,Thane,Bhiwandi,10767,6201,651,2002,1791,6451,87,2653,16968,8242,1.37,5.57,12.98,35.53,3.42,15.72,18.24,695,4760,1721,4336,4357,3398,614,14.6,12.9,91.53,91.09,71.39,441,18573,4512,16635,2450,15814,18220,9983,586,6201,18573,75.26,72.76,89.57,85.15,98.1,85.84,15.61,82.63
Jan,Maharashtra,Thane,Kalyan,4738,2070,395,1284,628,3015,33,1679,6808,3643,1.53,6.51,8.02,26.39,2.27,13.17,15.35,240,2155,649,2065,2062,1651,183,11.14,8.49,95.68,95.82,76.61,196,9269,2311,8470,1195,8341,9223,7714,239,2982,9269,82.01,77.5,91.38,89.99,99.5,89.31,23.91,86.38
Jan,Maharashtra,Thane,Murbad,2971,1912,50,359,431,1753,29,409,4883,2184,0.38,3.14,14.64,37.39,3.27,16.58,15.51,227,1212,496,1166,1166,918,106,18.73,8.75,96.2,96.2,75.74,145,3770,1102,3528,528,3482,3732,2449,205,1409,3770,70.73,78.21,93.58,92.36,98.99,89.19,19.3,90.18
Jan,Maharashtra,Thane,Shahapur,5149,4510,172,841,1197,4543,64,1013,9659,5740,0.9,5.28,23.47,50.27,5.73,27.49,23.36,358,2316,807,2097,2123,1486,227,15.46,9.8,91.67,90.54,64.16,247,7144,1913,6463,1043,6385,7053,3159,304,2636,7144,81.25,72.57,90.47,89.38,98.73,82.06,13.8,83.92
Jan,Maharashtra,Thane,Thane,13373,5410,1312,4713,2087,10052,106,6025,18783,12139,1.87,8.61,7.72,26.81,2.49,14.5,16.11,615,5803,2154,5521,5514,4385,713,10.6,12.29,95.02,95.14,75.56,614,26555,6533,24229,3386,24506,26345,16103,731,8444,26555,83.99,77.37,91.24,92.28,99.21,89.91,16.23,87.36
Jan,Maharashtra,Thane,Ulhasnagar,2211,1998,303,581,449,1582,16,884,4209,2031,3.46,10.09,22.71,47.83,4.91,22.19,19.28,160,721,286,693,692,538,133,22.19,18.45,95.98,96.12,74.62,62,2921,834,2554,357,2679,2895,2408,89,1073,2921,69.66,77.73,87.44,91.72,99.11,84,23.1,82.71
Jan,Maharashtra,Wardha,Arvi,775,755,64,155,234,777,21,219,1530,1011,2,6.85,23.56,47.75,4.24,18.33,24.71,86,554,248,522,531,430,122,15.52,22.02,95.85,94.22,77.62,75,1748,546,1540,235,1547,1727,1802,98,713,1748,76.53,76.58,88.1,88.5,98.8,85.45,31.5,84.2
Jan,Maharashtra,Wardha,Ashti,753,407,27,115,138,444,11,142,1160,582,0.85,4.46,12.79,36.44,3.58,15.09,20.75,110,409,218,397,396,312,172,26.89,42.05,96.82,97.07,76.28,44,1227,388,1143,179,1101,1213,2857,61,511,1227,72.13,75.93,93.15,89.73,98.86,83.26,72.45,89.09
Jan,Maharashtra,Wardha,Deoli,695,647,24,97,202,808,11,121,1342,1010,0.79,3.98,21.25,44.07,3.53,17.64,11.58,69,504,215,495,497,409,42,13.69,8.33,98.61,98.21,81.15,73,1676,592,1534,208,1515,1647,1449,108,735,1676,67.59,80.54,91.53,90.39,98.27,85.95,25.43,88.88
Jan,Maharashtra,Wardha,Hinganghat,1732,1651,42,162,273,1005,18,204,3383,1278,0.65,3.14,25.42,52.08,3.95,18.51,15.52,116,659,269,601,615,489,100,17.6,15.17,93.32,91.2,74.2,89,2203,665,1900,282,2012,2172,1768,127,865,2203,70.08,76.88,86.25,91.33,98.59,79.89,24.24,80.85
Jan,Maharashtra,Wardha,Karanja,724,657,64,143,197,644,11,207,1381,841,1.86,6,19.04,40.02,4.32,18.46,15.94,71,472,207,447,457,391,73,15.04,15.47,96.82,94.7,82.84,57,1465,470,1336,213,1221,1452,1061,93,598,1465,61.29,78.6,91.19,83.34,99.11,82.56,22.7,86.87
Jan,Maharashtra,Wardha,Samudrapur,1388,916,110,324,275,997,16,434,2304,1272,1.93,7.61,16.06,40.39,4.1,18.96,19.75,90,601,280,545,549,440,75,14.98,12.48,91.35,90.68,73.21,72,2036,611,1758,256,1826,1982,2098,99,943,2036,72.73,64.79,86.35,89.69,97.35,60.09,30.27,75.81
Jan,Maharashtra,Wardha,Seloo,1393,1045,28,136,250,1069,19,164,2438,1319,0.51,3.01,19.15,44.68,3.71,19.6,19.79,93,653,268,635,640,523,123,14.24,18.84,98.01,97.24,80.09,93,2072,628,1920,277,1891,2043,1358,110,815,2072,84.55,77.06,92.66,91.26,98.6,88.78,20.24,90.06
Jan,Maharashtra,Wardha,Wardha,4262,2581,369,922,787,3033,58,1291,6843,3820,1.76,6.14,12.27,32.53,3.03,14.69,15.72,393,2476,889,2326,2331,1859,391,15.87,15.79,94.14,93.94,75.08,319,8615,2647,7870,1175,7973,8457,5071,410,3427,8615,77.8,77.24,91.35,92.55,98.17,83.63,18.33,84.54
Jan,Maharashtra,Washim,Karanja,2711,1850,229,520,492,1670,53,749,4561,2162,1.66,5.45,13.43,33.11,3.03,13.34,22.46,300,1764,771,1628,1649,1262,407,17.01,23.07,93.48,92.29,71.54,215,5730,1748,5112,802,4659,5582,5096,262,2314,5730,82.06,75.54,89.21,81.31,97.42,89.51,28.76,84.3
Jan,Maharashtra,Washim,Malegaon,1894,715,38,169,173,746,20,207,2609,919,0.33,1.78,6.15,22.44,1.37,7.29,13.25,159,1266,463,1173,1182,931,96,12.56,7.58,93.36,92.65,73.54,141,3970,1225,3508,559,3548,3900,1033,193,1687,3970,73.06,72.61,88.36,89.37,98.24,81.13,8.06,81.13
Jan,Maharashtra,Washim,Mangrulpir,2458,1393,88,262,298,1186,15,350,3851,1484,0.95,3.77,15,41.46,3.08,15.31,10.87,164,972,433,932,932,806,228,16.87,23.46,95.88,95.88,82.92,129,2877,908,2606,406,2663,2829,2521,172,1174,2877,75,77.34,90.58,92.56,98.33,90.63,27.15,86.61
Jan,Maharashtra,Washim,Manora,2893,1747,52,274,395,1580,29,326,4640,1975,0.47,2.97,15.9,42.22,3.18,15.89,18.24,120,1167,475,1104,1126,882,299,10.28,25.62,96.49,94.6,75.58,147,3779,1096,3588,564,3268,3719,5753,196,1457,3779,75,75.22,94.95,86.48,98.41,94,49.34,91.65
Jan,Maharashtra,Washim,Risod,2189,1227,71,341,318,1355,28,412,3416,1673,0.77,4.49,13.35,37.17,3.22,16.94,22.22,141,1170,397,1002,1008,804,146,12.05,12.48,86.15,85.64,68.72,105,3345,965,2830,449,2777,3233,1506,160,1458,3345,65.63,66.19,84.6,83.02,96.65,74.21,13.07,73.6
Jan,Maharashtra,Washim,Washim,2840,1965,28,159,332,1244,30,187,4805,1576,0.21,1.4,14.73,36.02,2.48,11.76,17.34,228,1145,431,1100,1110,873,115,19.91,10.04,96.94,96.07,76.24,145,3904,1236,3594,632,3437,3844,4352,180,1638,3904,80.56,75.46,92.06,88.04,98.46,90.67,35.72,88.13
Jan,Maharashtra,Yavatmal,Arni,2163,1289,55,212,203,946,22,267,3452,1149,0.55,2.66,12.83,34.37,1.86,10.55,15.17,130,1040,507,971,974,811,120,12.5,11.54,93.65,93.37,77.98,143,3471,1079,3265,451,3028,3441,1455,157,1394,3471,91.08,77.4,94.07,87.24,99.14,87.91,13.17,88.77
Jan,Maharashtra,Yavatmal,Babulgaon,1385,1150,54,249,307,1011,7,303,2535,1318,1.04,5.85,22.16,48.84,5.77,24.79,8.86,112,464,243,444,444,361,134,24.14,28.88,95.69,95.69,77.8,63,1576,519,1475,234,1369,1554,1047,88,690,1576,71.59,75.22,93.59,86.87,98.6,89.66,20.95,90.88
Jan,Maharashtra,Yavatmal,Darwha,1983,1159,60,229,245,892,23,289,3142,1137,0.64,3.06,12.26,33.23,2.3,10.66,16.43,218,978,544,957,962,772,376,22.29,38.45,98.36,97.85,78.94,135,3220,1012,3057,453,3008,3204,5231,155,1282,3220,87.1,78.94,94.94,93.42,99.5,87.62,50.15,90.04
Jan,Maharashtra,Yavatmal,Digras,2255,1824,38,194,268,1049,7,232,4079,1317,0.48,2.92,22.92,51.25,3.19,15.7,6.48,156,745,358,719,717,580,148,20.94,19.87,96.24,96.51,77.85,91,2690,826,2513,393,2450,2662,1119,122,1061,2690,74.59,77.85,93.42,91.08,98.96,93.35,13.43,90.46
Jan,Maharashtra,Yavatmal,Ghatanji,1445,1147,83,253,320,1039,14,336,2592,1359,1.3,5.26,17.95,40.56,4.51,19.15,13.08,100,637,303,616,620,496,102,15.7,16.01,97.33,96.7,77.86,99,2101,752,1957,275,1794,2077,1529,115,914,2101,86.09,82.28,93.15,85.39,98.86,85.4,21.98,89.98
Jan,Maharashtra,Yavatmal,Kalamb,1180,1226,86,198,311,991,16,284,2406,1302,1.69,5.6,24.12,47.33,5.43,22.73,23.88,101,558,235,506,504,375,57,18.1,10.22,90.32,90.68,67.2,65,1848,584,1727,294,1559,1816,841,78,808,1848,83.33,72.28,93.45,84.36,98.27,88.55,13.85,87.89
